day,circulation_coins,staked_coins
994,872603163797660,403926922294145
995,873183079797405,404364133575129
996,873752731797158,405833972017574
997,874279353950774,405924289189525
998,874861638565905,405935141590464
999,875463175020641,405491663608392
1000,875978329323061,404352403365818
1001,876504427722951,403161361556093
1002,877065312718384,404391508434546
1003,877705151559862,403957776589747
1004,878260955367178,411255878526585
1005,878734678443454,411829978398256
1006,879254132212736,412095172840511
1007,879892016751089,412572079894574
1008,880424759781590,410421751083063
1009,880998543177613,408990498425624
1010,881546138911825,409104312191273
1011,882108587349752,410300178338396
1012,882734355208764,410060405731545
1013,883231529922483,410505228218952
1014,883833064422812,410855950748884
1015,884331020857784,411087292590151
1016,884931773636865,413306629634382
1017,885469206994856,414309541519764
1018,886003513467852,417626990379764
1019,886548764038328,417588423173913
1020,887099631779151,416703780982826
1021,887682826789658,416217382360917
1022,888252090134359,414323952342840
1023,888706417236109,415140054737215
1024,889254009100654,416590211048176
1025,889882869015771,416178654186839
1026,890467998979867,415366514004497
1027,890999337234304,415782907718015
1028,891572857476892,417363531685419
1029,892080589297590,416869303207187
1030,892608831626287,417500901167689
1031,893185060803894,419940120433050
1032,893758968037196,419379125563587
1033,894318169623247,418249011436163
1034,894926519030358,417830228244200
1035,895394390807206,416321955231026
1036,895932307903823,416451178527257
1037,896500797267088,417935467798943
1038,897055741955258,419263687917076
1039,897550703082293,418825943449061
1040,898133511102087,419003470284361
1041,898695546149840,418768649056395
1042,899213194127974,418333585535592
1043,899762261154376,418065828350031
1044,900353858843672,418721836345758
1045,900901010074448,419447289401770
1046,901443946554850,421238293789901
1047,901944352372346,421932878682422
1048,902479625670236,422270693394399
1049,903071223359528,420989584096971
1050,903598450315796,419607652800833
1051,904111883543556,420034887503381
1052,904683556958344,420553152501034
1053,905255996691388,420615877132918
1054,905808895309042,420525747736062
1055,906259107281148,421600102548837
1056,906917374658228,421437159675693
1057,907484450163512,420724632435190
1058,908079496284942,420881343436369
1059,908528558779670,421045831999999
1060,909125520696726,423487523353172
1061,909666924540628,425003665592090
1062,910221355794786,425281900305938
1063,910806054723136,424663176679573
1064,911298091738503,424863825171452
1065,911861828827809,424771596571645
1066,912458570713056,424936402197058
1067,912908877526655,425012917000552
1068,913443024109257,427186612962575
1069,913996518330858,427618446617482
1070,914572015749755,427376536134245
1071,915113370276296,426728974359471
1072,915654345437368,426146208188112
1073,916176731690381,427583922526951
1074,916777646595799,429005218029867
1075,917219986734513,431765294152405
1076,917822419101813,433292984279124
1077,918419919717994,433019473600270
1078,918921061504647,431385105190222
1079,919474935091717,432417486466153
1080,919989734035306,433223023384656
1081,920528812369015,434930474843725
1082,921113035193729,434523107899886
1083,921569411854856,434383908800610
1084,922116518839107,435184543240773
1085,922643498795027,436579073313273
1086,923163717782156,436961293952330
1087,923743658660220,437786180488622
1088,924260872772336,436834821403326
1089,924757428368719,438061728342861
1090,925341500949943,439219168394496
1091,925910549156086,437785937506662
1092,926428890096339,437832403068459
1093,926919060333315,439677526342840
1094,927462567101817,441538148536323
1095,928024478729790,440914610023672
1096,928569863545177,440023212052984
1097,929102102032368,440373361696547
1098,929664764879098,440924818978269
1099,930237944788381,441491416283877
1100,930709710165879,443082890601434
1101,931223168184220,449222145027399
1102,931810621249828,448775385111923
1103,932314689033752,446357130947346
1104,932892000646187,444043497120237
1105,933374247756370,440633695290721
1106,933891175511879,438336865814324
1107,934419259981531,436906167018178
1108,935005359364757,436563956839758
1109,935434520968967,453603525990813
1110,936065619099243,455424046123987
1111,936559117755040,453995744794630
1112,937067863920180,451329172154164
1113,937571775509187,450487188373455
1114,938044448298579,450476804254745
1115,938550591230410,448026519743821
1116,939138921956468,445333117963994
1117,939702707911392,451460281821089
1118,940222238900201,450979366361217
1119,940728381832033,450532345202733
1120,941270226249139,449998241248511
1121,941813930118602,451092666307185
1122,942313007131479,451749550121747
1123,942834397572650,451436887392055
1124,943390373827668,455360726152106
1125,943930730682885,455870695573487
1126,944409725610283,456087574005164
1127,944875083940144,455380107367853
1128,945473054361926,457718404289984
1129,945974554186107,455317952946092
1130,946561846564641,453818923425083
1131,947039044635226,450920094500908
1132,947521029414851,449661787812835
1133,948077392288811,455941631378937
1134,948600616407870,454995064145169
1135,949119053817888,455148125552327
1136,949665106856993,456648439271895
1137,950263813695542,459128770879999
1138,950749480559043,459036832428776
1139,951271231844545,458413589700498
1140,951762790042245,455028796749297
1141,952349714212390,451036208267318
1142,952863143988329,449659756790846
1143,953358936582489,458877184997836
1144,953932126579766,459606221031952
1145,954392276601993,460144701187607
1146,954924337722353,461084730968628
1147,955450102479282,459537333084431
1148,955933780653093,459140708333337
1149,956477343728843,461679041217619
1150,957028270972346,462142937358235
1151,957506941876745,461865235058786
1152,957957978923900,460634100128721
1153,958614592911642,458034021672425
1154,959067015297291,453374202083262
1155,959529463158848,452596632734390
1156,960114950952041,464764383016408
1157,960681809588180,467648623816577
1158,961176703535414,467127020644739
1159,961667587292285,465112964809399
1160,962210311873681,461804063408755
1161,962729266963104,459930421407964
1162,963222702659293,457579036805852
1163,963774359028321,454933076849391
1164,964162982930899,469484148381360
1165,964695791405213,470837798870460
1166,965294476370329,469854167052342
1167,965853423994564,471216853767116
1168,966330636647918,470296977926266
1169,966828145701149,468809482993136
1170,967330773070853,468249350764531
1171,967852891914853,468081005735684
1172,968386380785533,467622583130655
1173,968898573415770,467152166970144
1174,969377738825667,467627356240516
1175,969904802728892,471508493061540
1176,970413530208143,474938443755442
1177,970976689434147,475223424704885
1178,971427880968890,475261304752957
1179,971932637962636,475291261791212
1180,972473201516576,475645245849887
1181,972985177574877,475693823875723
1182,973499174971255,475618574660298
1183,974024903347539,476741700259799
1184,974483313946837,477378358418558
1185,975005613267458,478085459182484
1186,975590898926328,477193038068062
1187,976039202835240,475039622076939
1188,976487506744154,475271817515301
1189,977012152260746,473425321977652
1190,977519291545795,471932192624254
1191,977980441458837,472853012195177
1192,978464869281316,475247658264796
1193,978996721354665,476369502900019
1194,979517423189669,475069364922059
1195,979993988664614,474571704057544
1196,980487922780030,474271550147032
1197,980981535253969,473418706695437
1198,981524001496495,475230779612811
1199,982036483604519,475891450465368
1200,982523234393327,475162406625593
1201,983012022244906,474639445841650
1202,983543624152664,474517429487163
1203,984081122821064,472794029412726
1204,984540712772898,469496930280766
1205,985028321272340,471374749013411
1206,985570001280122,472809348928468
1207,986038847359291,476490071356851
1208,986550686184349,478113585835784
1209,987081037264076,482505648757803
1210,987592268544101,480564687819204
1211,988079198022624,478990047635926
1212,988544240310499,478282598106486
1213,989031196326605,477618901526254
1214,989554704120409,477187435663341
1215,990041235527294,477107957196591
1216,990521928557296,479048081081290
1217,991035705722966,479613671658269
1218,991562575006491,479536662324471
1219,992009016225447,480914481450930
1220,992551808355019,484442705880969
1221,993020895399460,484139466720317
1222,993512557501182,484373964763207
1223,994063735663008,483274688271144
1224,994532398098219,483055203920776
1225,995054667448447,483332943660655
1226,995542401914816,483936584933123
1227,996070403489620,485453080934025
1228,996536058276136,485871740043905
1229,996997962347807,486148425428786
1230,997518356340608,485680763431120
1231,998068614515767,484041146940232
1232,998561939670294,483219733776037
1233,999034471584836,484360387333489
1234,999495936333173,485140947173591
1235,1000070980546589,486322355992823
1236,1000517485877413,486178659994770
1237,1001050524606980,485861145341854
1238,1001534200762121,484448534666310
1239,1002057430037602,486624356416257
1240,1002518299211949,488340656693024
1241,1003007545735684,490675849905898
1242,1003541530376904,492920027240286
1243,1003938112593073,491436513276761
1244,1004480084932649,490864146058337
1245,1005026331391516,489597600881938
1246,1005523705748662,488608644359542
1247,1005999639441821,490342669652228
1248,1006473120771451,494018304555669
1249,1007035412694543,495489124173601
1250,1007505040310058,495801133781506
1251,1008027043403780,495912711263945
1252,1008522315735047,494176325868432
1253,1009000421521612,494103860871976
1254,1009498951992991,496931574597546
1255,1010006651944962,500601279771642
1256,1010526261642535,501135999333501
1257,1011015520306367,501131205616060
1258,1011482371235580,502748473623384
1259,1012005068066861,502233832768611
1260,1012507507751063,500577316875697
1261,1013034575131205,501136899450837
1262,1013506837216151,502984802785536
1263,1013963143329077,503614606507590
1264,1014419969745436,503828551484039
1265,1014986580186683,504983167284081
1266,1015472370160950,503031058199036
1267,1015945811600345,501553540550999
1268,1016422132052083,502237694898552
1269,1016930121639597,503422751254667
1270,1017383826235341,504387139351810
1271,1017930179529498,506717205598358
1272,1018430711434437,508258918802352
1273,1018883028554353,507237348205242
1274,1019431844618101,505853132861427
1275,1019906014482308,507170039882028
1276,1020350798363844,507859366364682
1277,1020865915936275,509074039107581
1278,1021336043574711,508228433068771
1279,1021832821738923,509780976804968
1280,1022312771607227,506994888795739
1281,1022804535626131,506052384129711
1282,1023303717832628,506586925819008
1283,1023806162667930,510890879290347
1284,1024326603476819,514209212458506
1285,1024846632164177,514545339179157
1286,1025309925453867,516347148522786
1287,1025800521795105,516321899958985
1288,1026268279734735,513507574445828
1289,1026784461954459,512321945362021
1290,1027229209775179,513565879712438
1291,1027721351572160,516134636572649
1292,1028265180278039,515088941919130
1293,1028759726117289,515900964664353
1294,1029264231560249,515972553924681
1295,1029702454123365,516985290945627
1296,1030162999936175,519417683880011
1297,1030704518109162,521106282443019
1298,1031192297266317,521473301180645
1299,1031651173510706,520746102999818
1300,1032174486248844,523709083366783
1301,1032658014977653,523401751722416
1302,1033140081559107,521404763926994
1303,1033601508060504,520424219971926
1304,1034122950610169,521136204595770
1305,1034548503496310,521595020991673
1306,1035061955240683,524763773834872
1307,1035552284654845,525994426135495
1308,1036026190413872,525171862197849
1309,1036509209091276,524834994527762
1310,1037025041075517,526612197920282
1311,1037486977628319,526933080495288
1312,1037950784369592,527111702072542
1313,1038426662327365,527896033894834
1314,1038958135887927,529747776024786
1315,1039443024753800,526700288900481
1316,1039925193345533,523358601883481
1317,1040432864507348,525397012227019
1318,1040888578433044,527361712779368
1319,1041392877868573,526853795164446
1320,1041815900697402,527828522110247
1321,1042356925517086,531943887791202
1322,1042843410186919,530090710417986
1323,1043267443018505,527798609300082
1324,1043784901106759,527376169200121
1325,1044249704383697,526037963119088
1326,1044718850672569,524441486174928
1327,1045176381929537,526126589453089
1328,1045673134960915,526075907352871
1329,1046203386417662,525035027848948
1330,1046604694186840,522567481515584
1331,1047150836353907,522599922451313
1332,1047584295878066,523963069394344
1333,1048106972313996,525836745569403
1334,1048585949296541,525944834481014
1335,1049064757945295,525263731069566
1336,1049498621470560,524268369567316
1337,1050027357923138,522287829756888
1338,1050486202183697,521632928509634
1339,1050928987400148,526404556731972
1340,1051403682037298,527824780108794
1341,1051882683352510,527775845404003
1342,1052378018045919,530167897706867
1343,1052869419395187,529151310120167
1344,1053332920667848,530801030868230
1345,1053805588632342,530560235680540
1346,1054303589999728,530122556352759
1347,1054697557748122,529086250086875
1348,1055124258919691,529498236331199
1349,1055644960349375,530725164585487
1350,1056099961598696,529520521091150
1351,1056540429474787,528322940413896
1352,1057029597484601,532324946080697
1353,1057532232198046,534416841607119
1354,1057986600112291,534214224333075
1355,1058445268038354,537305893218975
1356,1058920436009719,538552410475298
1357,1059382103944021,537956889545313
1358,1059911972065588,535890718580023
1359,1060393506721103,535475699271068
1360,1060833207928426,532994058949466
1361,1061354394178031,530772519699851
1362,1061797959753331,532189288336825
1363,1062265848827814,532511690606266
1364,1062762054811794,532259568594911
1365,1063206610488827,534743758566308
1366,1063695951767472,537753773194016
1367,1064142058603883,538561207071590
1368,1064591399772614,536988167943374
1369,1065099288957007,536819791360204
1370,1065577409082707,539798845188957
1371,1066036915295870,538224454356456
1372,1066520910025169,537338594585081
1373,1066968799044699,535894015081602
1374,1067454245923206,534570425281978
1375,1067933422157414,532537220119465
1376,1068391905265458,530033992244350
1377,1068900454517677,531073136137017
1378,1069306759264516,532436959390576
1379,1069779169803570,536980542838641
1380,1070299864303689,541146137050847
1381,1070730888590406,540055150228323
1382,1071259107863672,539659624124932
1383,1071730812914271,540380964793405
1384,1072181456246323,542474141376551
1385,1072679644067399,543651293439195
1386,1073122052890017,548010300701937
1387,1073564494389259,547730723931124
1388,1074046964753829,545650309004516
1389,1074490059785553,544324616413199
1390,1074932566638013,541841896400852
1391,1075372426683897,539543107429665
1392,1075868131081501,540234002007531
1393,1076347399136847,541941684053913
1394,1076765757963639,538751360943663
1395,1077258325405259,540594110722321
1396,1077735208066995,542904080285767
1397,1078214737535333,545317379841197
1398,1078684169926621,548222600928176
1399,1079176181865611,556990672453464
1400,1079601990962845,559268076827291
1401,1080057339728869,559332303524954
1402,1080551475648481,556915575859495
1403,1080993655734721,553705210228338
1404,1081440105782128,551635704713029
1405,1081934752232920,549418047779740
1406,1082370451346850,545517065770333
1407,1082796929829049,542331605705195
1408,1083237190729198,541143688692225
1409,1083734522486774,554363995522372
1410,1084212862978302,559472205350032
1411,1084592105943587,559681691389751
1412,1085090796531098,559887749665704
1413,1085511710281164,558091739812430
1414,1086023697990220,552319920599709
1415,1086489841365394,554760650961499
1416,1086968052444542,556068747107253
1417,1087424392832299,556833832668222
1418,1087861741954007,555636790377125
1419,1088332155937561,556188297854407
1420,1088798266959643,558965930910242
1421,1089259136780530,559350897257793
1422,1089753880290603,558303472419128
1423,1090215235407902,556855490114258
1424,1090645855086105,555561743624149
1425,1091107371968871,555347188018610
1426,1091549601922931,556882936166208
1427,1092048352091108,560500767584259
1428,1092474291781934,561725266685426
1429,1092967564347098,563473552518809
1430,1093409776683104,563699323524037
1431,1093885623423518,565138846686761
1432,1094315663308409,566380121301015
1433,1094765211147854,565652643950282
1434,1095260277547919,565300070601061
1435,1095693648840482,562141441796862
1436,1096113117912557,560658801022973
1437,1096561416474125,564502295382275
1438,1097028133876199,564288933786943
1439,1097475311290952,563356393947011
1440,1097930016405737,566229005491965
1441,1098422840512184,567671169610592
1442,1098837664833176,569841023429545
1443,1099299577320335,569457528683532
1444,1099807136499188,568665913407755
1445,1100195693951978,565963904335323
1446,1100676569836664,563965875611068
1447,1101100893617292,563242017344385
1448,1101577484089052,562102180135281
1449,1102049697806616,562554633412393
1450,1102465806610067,560123620486107
1451,1102866850498752,560534952652748
1452,1103352638497404,562912884018825
1453,1103818857964679,564292779275583
1454,1104289200461258,563798881374067
1455,1104672071305410,561632015088444
1456,1105152562797203,560602688001003
1457,1105619638585961,560101339599520
1458,1106068890201891,559770662124892
1459,1106518998139286,559306949798970
1460,1106893559493619,557632548025166
1461,1107409160165699,557912235982380
1462,1107908744454718,557144497107064
1463,1108346261294929,555845716631745
1464,1108749683854371,555939352964380
1465,1109214951853354,556216540415683
1466,1109670388013232,555947731838647
1467,1110081898053233,554732548823924
1468,1110540685391222,553018586423432
1469,1111027096083194,551963693753841
1470,1111494508810768,548254520812731
1471,1111906026700919,546799214204449
1472,1112362919894482,547512962130036
1473,1112777577944038,551265327838875
1474,1113253783117952,546265051784366
1475,1113709954074851,541349652493538
1476,1114186065043973,543755752922245
1477,1114582824184913,546228968607728
1478,1115021504453919,547356255213495
1479,1115464580946094,555887352007511
1480,1115983649295887,556189981220137
1481,1116403959632364,554120051321697
1482,1116833847455038,554597304885262
1483,1117277080955180,554974790376476
1484,1117705555706121,553673025700185
1485,1118127027901590,561265075108457
1486,1118623958127582,562481342081252
1487,1119047722639413,561014728697450
1488,1119506342920649,559738657938445
1489,1120036244820407,556880983768937
1490,1120471652794026,552948554871969
1491,1120935650208880,551854017952448
1492,1121341072769129,557868156549883
1493,1121805785269778,570022321924713
1494,1122231727683555,570405170924390
1495,1122632331187272,574020503628699
1496,1123128352009831,572390104154595
1497,1123561569644370,569520726983978
1498,1123972433074887,566991087904918
1499,1124419361702476,564468139426953
1500,1124880343320643,562252406234348
1501,1125333241360159,562205952408832
1502,1125708723588706,564784584916246
1503,1126179281138522,567759135303067
1504,1126640169484630,567294397984627
1505,1127059271947243,566603887328654
1506,1127552992058983,568506115503245
1507,1127952103209772,565441006549394
1508,1128352862166972,566384751933694
1509,1128831814202321,568344173376663
1510,1129288691849803,570747922935649
1511,1129696912571736,569970153972109
1512,1130088008789217,568320418323673
1513,1130549289924122,566316719184859
1514,1130989792629512,565570345576361
1515,1131455075536023,566310542060261
1516,1131830995804247,565075389575811
1517,1132347439821612,563390519888186
1518,1132789081492775,563740185683029
1519,1133231585083970,563210880917411
1520,1133632439467580,566234722741412
1521,1134040681737238,568442237188450
1522,1134511043815382,569327975218087
1523,1134985253750847,569728320533858
1524,1135405131941031,568676526354537
1525,1135831782360099,566978828398788
1526,1136261049322144,563160541107969
1527,1136743170452262,563655517989280
1528,1137158431213684,563127394169585
1529,1137532135116104,564311602053956
1530,1138032356567042,566103089925988
1531,1138459468728989,566719193036487
1532,1138882886947908,563870994649564
1533,1139299417121726,564404042792939
1534,1139754607213365,566378389923219
1535,1140196386950777,566336214767699
1536,1140665139787024,566279181158129
1537,1141059891850421,566251046679789
1538,1141498623780054,566883662572857
1539,1141942536982909,567192143192751
1540,1142393307753267,566784688168137
1541,1142767273767626,565732930057830
1542,1143299116224876,564546094780202
1543,1143688991795826,563670129955162
1544,1144132661174060,564858240156732
1545,1144567888124752,564364521567756
1546,1144999762486891,565860331909330
1547,1145410911756140,565779982235417
1548,1145843700460614,565590187217389
1549,1146298433381089,565588618940900
1550,1146737012920341,563336730091565
1551,1147199974921816,561141076440944
1552,1147620572395176,564671937846469
1553,1148036293376092,566780838300548
1554,1148462506661815,567445860114268
1555,1148846349384284,567187708000183
1556,1149352406181125,567684843956784
1557,1149813258858605,565577874045979
1558,1150210379159525,565698352591631
1559,1150593376945185,564961097101984
1560,1151051302520143,562429964371769
1561,1151466830373004,562767185187514
1562,1151818987965079,565613706433375
1563,1152278573237344,566468966575757
1564,1152793230283856,563255777801828
1565,1153188238242749,566328169614947
1566,1153642090015229,571618884582006
1567,1154069839275527,575923209489720
1568,1154509206416969,577473425416778
1569,1154910249638798,579002898570599
1570,1155375266647703,576943060806174
1571,1155823988446692,575660381419140
1572,1156195458880153,573627499894238
1573,1156594540641528,571478554455338
1574,1157080741423326,566790336430375
1575,1157507773622337,564715384230808
1576,1157915900807519,573082119746179
1577,1158351814104142,577805844635563
1578,1158813720859848,581670422812398
1579,1159142373790807,585113027197847
1580,1159661794809423,584737736044282
1581,1160101293410741,582357443122436
1582,1160462751879631,580262440941775
1583,1160841897851777,578528923001308
1584,1161258540135565,577669911906762
1585,1161700727715386,575757444511029
1586,1162099294088000,573371691953285
1587,1162529680039842,574927439123943
1588,1162949608852954,578497712184245
1589,1163347428287096,578706072959719
1590,1163764817509402,580072310525275
1591,1164210889169314,578454770428621
1592,1164646862220984,577611064774978
1593,1165015252279037,577727680718775
1594,1165466104345212,579650985267148
1595,1165916956411382,579591256041485
1596,1166294010955801,579180798185882
1597,1166658976930177,578466919184280
1598,1167038954149498,579183401233896
1599,1167532673089993,578705655130787
1600,1167895492910560,577113197311339
1601,1168377379162256,575625789645166
1602,1168826725519735,571845004982105
1603,1169289087834899,572511164260895
