day,netfund_reward
2019-01-14,541.35452569
2019-01-15,540.97516022
2019-01-16,522.38625219
2019-01-17,600.91490448
2019-01-18,442.34013802
2019-01-19,602.43236636
2019-01-20,597.50061525
2019-01-21,501.14178587
2019-01-22,553.87358620
2019-01-23,514.79894279
2019-01-24,539.07833287
2019-01-25,584.22282380
2019-01-26,456.37666041
2019-01-27,547.10134891
2019-01-28,526.97995446
2019-01-29,520.21898566
2019-01-30,579.94087640
2019-01-31,517.21411068
2019-02-01,496.55559500
2019-02-02,584.07257962
2019-02-03,569.04820458
2019-02-04,518.34093884
2019-02-05,490.17023562
2019-02-06,543.50676698
2019-02-07,561.91162638
2019-02-08,545.38481384
2019-02-09,532.23848570
2019-02-10,562.66284516
2019-02-11,573.17990766
2019-02-12,471.76537618
2019-02-13,513.45801688
2019-02-14,587.45306394
2019-02-15,504.06778254
2019-02-16,577.31161082
2019-02-17,482.24153106
2019-02-18,516.92775599
2019-02-19,528.08447011
2019-02-20,586.09938377
2019-02-21,429.16160459
2019-02-22,631.09813080
2019-02-23,493.49865624
2019-02-24,508.74616564
2019-02-25,503.91158949
2019-02-26,472.67278984
2019-02-27,506.14293229
2019-02-28,588.33072662
2019-03-01,563.78595541
2019-03-02,519.53098928
2019-03-03,506.14293229
2019-03-04,541.84441761
2019-03-05,543.70386996
2019-03-06,499.07701336
2019-03-07,521.39044167
2019-03-08,555.97625549
2019-03-09,540.35685571
2019-03-10,478.99492780
2019-03-11,465.35280700
2019-03-12,597.97042206
2019-03-13,501.49982443
2019-03-14,587.29237879
2019-03-15,477.19807081
2019-03-16,481.98477984
2019-03-17,556.36287421
2019-03-18,523.22411930
2019-03-19,518.43741026
2019-03-20,546.05303938
2019-03-21,594.65654655
2019-03-22,484.56223857
2019-03-23,520.64666056
2019-03-24,489.34894759
2019-03-25,585.81954526
2019-03-26,512.54607603
2019-03-27,493.03103149
2019-03-28,568.14554264
2019-03-29,459.15585980
2019-03-30,529.85187029
2019-03-31,524.32874445
2019-04-01,479.65157788
2019-04-02,542.46938688
2019-04-03,547.20870276
2019-04-04,474.66071352
2019-04-05,448.41219480
2019-04-06,653.66102868
2019-04-07,446.58938100
2019-04-08,460.07820312
2019-04-09,585.48779256
2019-04-10,563.61402696
2019-04-11,492.52428876
2019-04-12,490.33691220
2019-04-13,538.45919652
2019-04-14,517.31455644
2019-04-15,491.06603772
2019-04-16,549.03151656
2019-04-17,386.43652560
2019-04-18,531.16794132
2019-04-19,595.33098708
2019-04-20,557.41646004
2019-04-21,476.11896456
2019-04-22,494.59255085
2019-04-23,502.08594009
2019-04-24,520.49455470
2019-04-25,532.40601125
2019-04-26,511.10977077
2019-04-27,478.62398027
2019-04-28,525.54789993
2019-04-29,506.77833207
2019-04-30,561.64322272
2019-05-01,450.10867528
2019-05-02,502.80784657
2019-05-03,538.18126289
2019-05-04,510.02691112
2019-05-05,511.10977079
2019-05-06,525.18694669
2019-05-07,457.32773983
2019-05-08,522.29932086
2019-05-09,584.74422930
2019-05-10,448.30390902
2019-05-11,448.30390904
2019-05-12,523.02122727
2019-05-13,503.52975296
2019-05-14,461.14455245
2019-05-15,482.81961516
2019-05-16,529.63632103
2019-05-17,519.62969683
2019-05-18,473.17037049
2019-05-19,491.03934214
2019-05-20,492.11148050
2019-05-21,538.92818630
2019-05-22,510.33783154
2019-05-23,484.60651238
2019-05-24,487.82292727
2019-05-25,531.06583883
2019-05-26,535.35439197
2019-05-27,457.44567537
2019-05-28,486.75078894
2019-05-29,539.64294521
2019-05-30,466.38016122
2019-05-31,508.19355502
2019-06-01,529.27894160
2019-06-02,510.69521106
2019-06-03,486.39340953
2019-06-04,464.18988381
2019-06-05,486.53140503
2019-06-06,521.91550724
2019-06-07,484.40835896
2019-06-08,479.10074363
2019-06-09,512.71564071
2019-06-10,526.86928156
2019-06-11,442.65511836
2019-06-12,540.66908144
2019-06-13,467.07014888
2019-06-14,491.13133839
2019-06-15,549.16126601
2019-06-16,467.07014886
2019-06-17,520.14630218
2019-06-18,485.82372310
2019-06-19,524.74623547
2019-06-20,465.65478480
2019-06-21,461.05485152
2019-06-22,518.37709703
2019-06-23,547.39206083
2019-06-24,491.83902039
2019-06-25,470.93437327
2019-06-26,459.99332909
2019-06-27,572.10137575
2019-06-28,442.47644681
2019-06-29,532.51322176
2019-06-30,481.36392548
2019-07-01,522.70376776
2019-07-02,460.34366676
2019-07-03,486.96932786
2019-07-04,532.51322178
2019-07-05,396.58221524
2019-07-06,539.87031239
2019-07-07,544.77503943
2019-07-08,495.37743138
2019-07-09,475.40818555
2019-07-10,470.85379614
2019-07-11,560.18989585
2019-07-12,469.10210791
2019-07-13,518.85005369
2019-07-14,492.22439257
2019-07-15,474.35717260
2019-07-16,497.47945724
2019-07-17,503.53231999
2019-07-18,516.83474438
2019-07-19,485.96340728
2019-07-20,466.53874574
2019-07-21,519.60969598
2019-07-22,499.14442762
2019-07-23,526.54707510
2019-07-24,470.70117324
2019-07-25,454.74520128
2019-07-26,456.82641500
2019-07-27,565.04952926
2019-07-28,485.26966938
2019-07-29,471.04804218
2019-07-30,474.86360070
2019-07-31,504.69433092
2019-08-01,453.70459438
2019-08-02,545.62486772
2019-08-03,499.49129658
2019-08-04,451.27651170
2019-08-05,543.89052292
2019-08-06,472.08864906
2019-08-07,442.81084865
2019-08-08,512.06100351
2019-08-09,465.01046194
2019-08-10,494.20240379
2019-08-11,478.40441173
2019-08-12,489.39431925
2019-08-13,496.60644606
2019-08-14,501.41453060
2019-08-15,515.83878422
2019-08-16,516.52565344
2019-08-17,462.26298506
2019-08-18,490.08118847
2019-08-19,465.69733116
2019-08-20,515.15191500
2019-08-21,443.71751612
2019-08-22,490.08118847
2019-08-23,543.31355302
2019-08-24,492.48523074
2019-08-25,503.47513826
2019-08-26,436.16195470
2019-08-27,459.51550818
2019-08-28,540.48786847
2019-08-29,487.26910602
2019-08-30,455.64591910
2019-08-31,522.29263562
2019-09-01,481.82855773
2019-09-02,481.14848919
2019-09-03,458.70622749
2019-09-04,520.93249853
2019-09-05,423.00262937
2019-09-06,512.43164186
2019-09-07,489.30931163
2019-09-08,472.98766676
2019-09-09,482.50862625
2019-09-10,513.79177890
2019-09-11,459.72633031
2019-09-12,462.78663872
2019-09-13,473.32770101
2019-09-14,527.73318391
2019-09-15,482.84866053
2019-09-16,477.74814650
2019-09-17,503.93078514
2019-09-18,453.26567923
2019-09-19,503.78938463
2019-09-20,419.82448717
2019-09-21,541.02482024
2019-09-22,482.78132681
2019-09-23,423.52783055
2019-09-24,511.73473974
2019-09-25,462.58127132
2019-09-26,467.63128519
2019-09-27,456.52125468
2019-09-28,494.22802496
2019-09-29,529.24145451
2019-09-30,401.30776961
2019-10-01,544.72816373
2019-10-02,431.94452042
2019-10-03,521.16143228
2019-10-04,478.06798052
2019-10-05,477.39464538
2019-10-06,431.94452041
2019-10-07,525.20144344
2019-10-08,457.53125737
2019-10-09,442.38121577
2019-10-10,472.78463182
2019-10-11,476.00130610
2019-10-12,492.66801852
2019-10-13,488.33467327
2019-10-14,461.00126497
2019-10-15,470.66795813
2019-10-16,496.00136097
2019-10-17,390.66773862
2019-10-18,423.33449469
2019-10-19,518.00142120
2019-10-20,453.00124300
2019-10-21,439.66787309
2019-10-22,488.66800755
2019-10-23,498.66803498
2019-10-24,451.66790601
2019-10-25,457.66792248
2019-10-26,473.66796638
2019-10-27,460.66793072
2019-10-28,529.66812004
2019-10-29,480.33465134
2019-10-30,437.33453337
2019-10-31,520.68129681
2019-11-01,442.57547331
2019-11-02,465.34781310
2019-11-03,494.72083109
2019-11-04,444.55567677
2019-11-05,488.45018680
2019-11-06,445.21574459
2019-11-07,448.84611760
2019-11-08,506.27201794
2019-11-09,472.93859303
2019-11-10,457.42699926
2019-11-11,482.50957642
2019-11-12,446.20584632
2019-11-13,484.15974597
2019-11-14,477.88910168
2019-11-15,457.09696535
2019-11-16,507.26211967
2019-11-17,405.61167539
2019-11-18,471.61845739
2019-11-19,519.80340825
2019-11-20,431.02428646
2019-11-21,525.74401863
2019-11-22,469.28207918
2019-11-23,446.36269474
2019-11-24,496.03116442
2019-11-25,440.48090227
2019-11-26,442.44149975
2019-11-27,480.67315076
2019-11-28,441.13443472
2019-11-29,438.52030465
2019-11-30,436.55970730
2019-12-01,495.70439819
2019-12-02,475.77165707
2019-12-03,416.30019993
2019-12-04,490.80290446
2019-12-05,475.11812456
2019-12-06,478.05902077
2019-12-07,467.27573460
2019-12-08,488.51554068
2019-12-09,424.14258986
2019-12-10,453.22478595
2019-12-11,493.74380069
2019-12-12,440.80766851
2019-12-13,445.46974910
2019-12-14,492.41408761
2019-12-15,434.82558065
2019-12-16,425.11965249
2019-12-17,438.70795189
2019-12-18,492.73761852
2019-12-19,475.26694788
2019-12-20,378.85472837
2019-12-21,493.70821131
2019-12-22,418.97256466
2019-12-23,509.56122731
2019-12-24,464.59042694
2019-12-25,473.97282412
2019-12-26,453.26684409
2019-12-27,435.79617344
2019-12-28,469.44339100
2019-12-29,465.23748881
2019-12-30,459.41393192
2019-12-31,490.79643292
2020-01-01,461.35511755
2020-01-02,429.64908561
2020-01-03,461.03158661
2020-01-04,439.00585495
2020-01-05,497.14852832
2020-01-06,424.11382184
2020-01-07,486.89804320
2020-01-08,439.16922186
2020-01-09,473.76460914
2020-01-10,427.95775376
2020-01-11,448.77905166
2020-01-12,490.10131980
2020-01-13,430.84070270
2020-01-14,418.02759630
2020-01-15,447.81806868
2020-01-16,465.75641764
2020-01-17,446.21643038
2020-01-18,451.66200060
2020-01-19,490.74197512
2020-01-20,413.86333672
2020-01-21,459.34986444
2020-01-22,505.47704748
2020-01-23,387.59646860
2020-01-24,478.56952404
2020-01-25,421.81444084
2020-01-26,474.78268170
2020-01-27,470.02534020
2020-01-28,415.15733490
2020-01-29,398.66521770
2020-01-30,482.39442810
2020-01-31,463.36506210
2020-02-01,465.90231090
2020-02-02,382.49025660
2020-02-03,479.54002320
2020-02-04,465.26799870
2020-02-05,448.77588150
2020-02-06,448.77588150
2020-02-07,374.56135410
2020-02-08,512.84141370
2020-02-09,493.17773550
2020-02-10,435.45532530
2020-02-11,403.42255920
2020-02-12,461.77928160
2020-02-13,453.53322300
2020-02-14,408.17990070
2020-02-15,455.70621330
2020-02-16,483.58454760
2020-02-17,464.42957526
2020-02-18,409.47678576
2020-02-19,455.00909706
2020-02-20,413.24497704
2020-02-21,473.22202158
2020-02-22,454.38106518
2020-02-23,471.65194188
2020-02-24,396.28811628
2020-02-25,436.16814066
2020-02-26,441.50641164
2020-02-27,515.61417348
2020-02-28,419.83931178
2020-02-29,427.37569434
2020-03-01,440.87837976
2020-03-02,428.00372622
2020-03-03,417.95521614
2020-03-04,495.51715332
2020-03-05,417.32718426
2020-03-06,450.61287390
2020-03-07,529.43087484
2020-03-08,433.53786930
2020-03-09,460.14217046
2020-03-10,401.06986466
2020-03-11,459.20944980
2020-03-12,425.00969384
2020-03-13,399.20442327
2020-03-14,492.16557808
2020-03-15,429.05148307
2020-03-16,410.39707086
2020-03-17,446.46226796
2020-03-18,458.58763593
2020-03-19,451.12587105
2020-03-20,373.71005997
2020-03-21,390.80993792
