Date,Open,High,Low,Close,Adj Close,Volume
2016-04-10,1.610110,1.681670,1.470320,1.554590,1.554590,20143
2016-04-11,1.472750,1.567720,1.433120,1.465950,1.465950,13226
2016-04-12,1.467200,1.660050,1.398320,1.631740,1.631740,17347
2016-04-13,1.577270,1.666870,1.473500,1.534790,1.534790,9427
2016-04-14,1.535520,1.708150,1.493360,1.525360,1.525360,7486
2016-04-15,1.525360,1.525360,1.380750,1.390450,1.390450,9293
2016-04-16,1.383770,1.460130,1.306300,1.370010,1.370010,14851
2016-04-17,1.370210,1.403220,1.334720,1.343820,1.343820,7936
2016-04-18,1.344490,1.705570,1.316280,1.657050,1.657050,23796
2016-04-19,1.657410,1.725470,1.499170,1.514970,1.514970,21691
2016-04-20,1.514210,1.538450,1.499470,1.533220,1.533220,7500
2016-04-21,1.533470,1.665620,1.510240,1.563180,1.563180,11050
2016-04-22,1.564180,1.681920,1.532600,1.559470,1.559470,8971
2016-04-23,1.559910,1.638100,1.553960,1.575090,1.575090,8728
2016-04-24,1.576060,1.659400,1.511790,1.553570,1.553570,17801
2016-04-25,1.555480,1.579130,1.534150,1.541450,1.541450,13338
2016-04-26,1.542190,1.607890,1.519870,1.520700,1.520700,14299
2016-04-27,1.521270,1.558410,1.472310,1.480290,1.480290,12204
2016-04-28,1.481460,1.525720,1.446300,1.513150,1.513150,9091
2016-04-29,1.514400,1.584050,1.508150,1.522260,1.522260,12578
2016-04-30,1.522530,1.625250,1.499340,1.566870,1.566870,19795
2016-05-01,1.571380,1.612020,1.527230,1.539620,1.539620,13658
2016-05-02,1.539810,1.586760,1.494870,1.507730,1.507730,13512
2016-05-03,1.521210,1.560320,1.494790,1.530790,1.530790,10195
2016-05-04,1.555720,1.556340,1.502070,1.505200,1.505200,9992
2016-05-05,1.505160,1.549290,1.501560,1.515720,1.515720,5906
2016-05-06,1.515610,1.543970,1.512400,1.522200,1.522200,6274
2016-05-07,1.522320,1.590600,1.511830,1.577260,1.577260,15547
2016-05-08,1.576900,1.609720,1.469920,1.484760,1.484760,28101
2016-05-09,1.483650,1.560950,1.449250,1.454430,1.454430,10183
2016-05-10,1.452360,1.474940,1.403850,1.406950,1.406950,9627
2016-05-11,1.406850,1.433930,1.292880,1.373020,1.373020,21920
2016-05-12,1.354350,1.359190,1.276480,1.286400,1.286400,9646
2016-05-13,1.286650,1.316010,1.268240,1.271500,1.271500,11198
2016-05-14,1.271930,1.454290,1.255900,1.320140,1.320140,18408
2016-05-15,1.320390,1.407120,1.305920,1.331880,1.331880,9977
2016-05-16,1.331200,2.346640,1.331200,1.985250,1.985250,116107
2016-05-17,1.983970,1.991830,1.730670,1.740380,1.740380,67421
2016-05-18,1.691290,1.764020,1.476220,1.586430,1.586430,69528
2016-05-19,1.588060,1.735560,1.551880,1.553900,1.553900,41198
2016-05-20,1.568150,1.568150,1.451390,1.456590,1.456590,66155
2016-05-21,1.461570,1.537450,1.433780,1.537400,1.537400,21175
2016-05-22,1.534680,1.536600,1.438660,1.448670,1.448670,21063
2016-05-23,1.448560,1.631790,1.448110,1.521670,1.521670,40225
2016-05-24,1.535470,1.641840,1.441470,1.441470,1.441470,35044
2016-05-25,1.441550,1.529260,1.360940,1.392020,1.392020,26726
2016-05-26,1.380720,1.405050,1.273630,1.331910,1.331910,39358
2016-05-27,1.332600,1.399440,1.298190,1.340530,1.340530,33076
2016-05-28,1.338550,1.610230,1.337620,1.608650,1.608650,41688
2016-05-29,1.579220,1.580620,1.433880,1.458990,1.458990,12335
2016-05-30,1.465000,1.549390,1.455730,1.479940,1.479940,11309
2016-05-31,1.477640,1.587140,1.436130,1.512940,1.512940,20532
2016-06-01,1.510410,1.830200,1.508130,1.785060,1.785060,53835
2016-06-02,1.750580,1.864400,1.608470,1.760450,1.760450,32681
2016-06-03,1.760340,1.814200,1.705580,1.729520,1.729520,28368
2016-06-04,1.729810,1.833860,1.718510,1.748710,1.748710,17330
2016-06-05,1.747320,1.808190,1.597390,1.635230,1.635230,17062
2016-06-06,1.635210,1.699290,1.631950,1.664440,1.664440,17433
2016-06-07,1.664580,1.727610,1.507430,1.675230,1.675230,19334
2016-06-08,1.678920,1.725180,1.486270,1.647780,1.647780,34527
2016-06-09,1.647610,1.703310,1.606340,1.640440,1.640440,14238
2016-06-10,1.640390,1.702390,1.606750,1.647170,1.647170,10577
2016-06-11,1.646890,1.684370,1.621580,1.673590,1.673590,16851
2016-06-12,1.672450,1.699030,1.553050,1.606940,1.606940,40325
2016-06-13,1.607520,1.762250,1.582000,1.633710,1.633710,44252
2016-06-14,1.633900,1.720960,1.573190,1.636980,1.636980,18274
2016-06-15,1.636640,1.753720,1.622520,1.681470,1.681470,20701
2016-06-16,1.682470,2.009160,1.682470,1.986210,1.986210,40434
2016-06-17,1.986620,2.016300,1.649590,1.717130,1.717130,49841
2016-06-18,1.696450,1.955750,1.676070,1.891310,1.891310,26733
2016-06-19,1.890060,2.118660,1.804920,1.969920,1.969920,40839
2016-06-20,1.970810,2.179530,1.794870,1.970090,1.970090,36050
2016-06-21,1.939150,1.939150,1.621170,1.687850,1.687850,25714
2016-06-22,1.688000,1.778910,1.545620,1.568330,1.568330,23941
2016-06-23,1.568350,1.620880,1.422390,1.615050,1.615050,10019
2016-06-24,1.615370,1.781180,1.590210,1.674680,1.674680,15277
2016-06-25,1.674690,1.746000,1.567140,1.652310,1.652310,14449
2016-06-26,1.651790,1.697310,1.508600,1.520760,1.520760,10782
2016-06-27,1.519080,1.994330,1.498930,1.886490,1.886490,133737
2016-06-28,1.862520,2.018270,1.713900,1.924490,1.924490,38047
2016-06-29,1.928390,2.127850,1.781570,2.081910,2.081910,79289
2016-06-30,2.084400,2.441920,2.013470,2.080720,2.080720,187842
2016-07-01,2.078550,2.174700,1.961470,1.972290,1.972290,23880
2016-07-02,1.968170,2.139990,1.954770,2.022350,2.022350,24282
2016-07-03,2.004660,2.045130,1.835750,1.955470,1.955470,28904
2016-07-04,1.955760,2.024080,1.909740,1.973380,1.973380,20097
2016-07-05,1.978050,2.033050,1.850970,1.943620,1.943620,28274
2016-07-06,1.958060,2.008100,1.863830,1.885440,1.885440,17637
2016-07-07,1.886570,1.927160,1.570180,1.667100,1.667100,28197
2016-07-08,1.669430,1.891200,1.540520,1.843560,1.843560,44829
2016-07-09,1.848250,1.852330,1.616450,1.643180,1.643180,13859
2016-07-10,1.642550,1.827770,1.612370,1.723490,1.723490,13935
2016-07-11,1.722530,1.819520,1.670760,1.695180,1.695180,15064
2016-07-12,1.695120,1.792480,1.671230,1.680710,1.680710,19565
2016-07-13,1.673990,1.759740,1.668770,1.694310,1.694310,17696
2016-07-14,1.691200,1.795650,1.668480,1.795650,1.795650,13206
2016-07-15,1.816650,1.986030,1.763400,1.805960,1.805960,52672
2016-07-16,1.799920,1.871550,1.705100,1.708200,1.708200,22706
2016-07-17,1.704130,1.859020,1.704130,1.817140,1.817140,20332
2016-07-18,1.818770,1.858790,1.766280,1.776670,1.776670,9537
2016-07-19,1.775910,1.905410,1.764720,1.783590,1.783590,18861
2016-07-20,1.777030,1.862990,1.720350,1.727840,1.727840,17470
2016-07-21,1.727500,1.821710,1.709000,1.729630,1.729630,25652
2016-07-22,1.729360,1.820940,1.697260,1.735990,1.735990,19712
2016-07-23,1.736250,1.757890,1.700210,1.735470,1.735470,16588
2016-07-24,1.734410,1.760630,1.684070,1.686500,1.686500,21025
2016-07-25,1.686700,1.928720,1.635900,1.837270,1.837270,109722
2016-07-26,1.868340,1.868340,1.646000,1.715990,1.715990,75944
2016-07-27,1.680240,1.776090,1.675700,1.694460,1.694460,36913
2016-07-28,1.694560,1.717990,1.649020,1.703970,1.703970,17258
2016-07-29,1.683840,1.704670,1.649620,1.675850,1.675850,9402
2016-07-30,1.675980,1.745560,1.654460,1.715360,1.715360,17237
2016-07-31,1.715640,2.182850,1.666740,1.818980,1.818980,175481
2016-08-01,1.817940,1.831860,1.689370,1.696420,1.696420,32333
2016-08-02,1.697260,1.805490,1.430980,1.494180,1.494180,39770
2016-08-03,1.503860,1.589620,1.430070,1.564490,1.564490,25136
2016-08-04,1.558080,1.659350,1.530120,1.612120,1.612120,15108
2016-08-05,1.612490,1.668340,1.584200,1.615390,1.615390,11668
2016-08-06,1.614850,1.659090,1.570590,1.642240,1.642240,14502
2016-08-07,1.626030,1.652940,1.522580,1.545700,1.545700,30114
2016-08-08,1.545820,1.615900,1.533040,1.546180,1.546180,14059
2016-08-09,1.546480,1.616700,1.534300,1.603380,1.603380,17294
2016-08-10,1.603010,1.631440,1.550240,1.566580,1.566580,21101
2016-08-11,1.567260,1.689220,1.566490,1.664630,1.664630,25016
2016-08-12,1.663950,1.786710,1.614020,1.723710,1.723710,61207
2016-08-13,1.749110,1.936200,1.720740,1.771870,1.771870,74315
2016-08-14,1.769060,1.769520,1.621190,1.643370,1.643370,27612
2016-08-15,1.643610,1.787070,1.584900,1.587930,1.587930,45272
2016-08-16,1.588290,1.647530,1.548440,1.599830,1.599830,33543
2016-08-17,1.600080,1.632210,1.580050,1.607080,1.607080,11551
2016-08-18,1.606680,1.616670,1.581310,1.612890,1.612890,10035
2016-08-19,1.595920,1.613660,1.559680,1.599470,1.599470,14134
2016-08-20,1.599310,1.599310,1.555740,1.559460,1.559460,12980
2016-08-21,1.559410,1.585500,1.542750,1.562290,1.562290,12639
2016-08-22,1.562000,1.570260,1.525370,1.537350,1.537350,24499
2016-08-23,1.537090,1.577970,1.476470,1.486480,1.486480,20944
2016-08-24,1.480800,1.609240,1.464370,1.525700,1.525700,16569
2016-08-25,1.529490,1.577920,1.487240,1.514770,1.514770,10063
2016-08-26,1.514590,1.657920,1.495820,1.508310,1.508310,41102
2016-08-27,1.508480,1.531460,1.472080,1.475490,1.475490,6301
2016-08-28,1.474940,1.508140,1.466690,1.504570,1.504570,12229
2016-08-29,1.504610,1.544010,1.477300,1.484850,1.484850,21481
2016-08-30,1.495230,1.514240,1.459050,1.474210,1.474210,26439
2016-08-31,1.474550,1.489490,1.421980,1.429740,1.429740,18758
2016-09-01,1.430100,1.510540,1.415330,1.457830,1.457830,29262
2016-09-02,1.457930,1.474470,1.430530,1.447470,1.447470,18694
2016-09-03,1.434080,1.522520,1.427420,1.499180,1.499180,24291
2016-09-04,1.499930,1.542120,1.454990,1.519990,1.519990,34400
2016-09-05,1.520370,1.546980,1.450680,1.518480,1.518480,27482
2016-09-06,1.518610,1.555380,1.460530,1.504410,1.504410,56948
2016-09-07,1.501990,1.546680,1.467560,1.513610,1.513610,21606
2016-09-08,1.513600,1.534410,1.484040,1.530550,1.530550,21369
2016-09-09,1.526910,1.554200,1.484400,1.543580,1.543580,27070
2016-09-10,1.537000,1.567830,1.493280,1.528630,1.528630,23328
2016-09-11,1.528580,1.545760,1.441990,1.472620,1.472620,8700
2016-09-12,1.457320,1.495630,1.438170,1.443520,1.443520,15434
2016-09-13,1.444080,1.483070,1.405820,1.467550,1.467550,32531
2016-09-14,1.467940,1.492650,1.436710,1.468840,1.468840,27837
2016-09-15,1.468670,1.479810,1.435840,1.435840,1.435840,17388
2016-09-16,1.435600,1.488320,1.435600,1.447800,1.447800,17668
2016-09-17,1.447820,1.458640,1.400830,1.410310,1.410310,19228
2016-09-18,1.400740,1.430990,1.230450,1.296910,1.296910,58521
2016-09-19,1.284320,1.340090,1.235430,1.243380,1.243380,33712
2016-09-20,1.243400,1.332480,1.228010,1.309030,1.309030,41153
2016-09-21,1.308660,1.308660,1.162120,1.175490,1.175490,30537
2016-09-22,1.175660,1.230800,1.173420,1.204210,1.204210,12077
2016-09-23,1.204310,1.229300,1.166980,1.206790,1.206790,17920
2016-09-24,1.206750,1.264450,1.196050,1.221360,1.221360,11178
2016-09-25,1.221470,1.242830,1.189240,1.197330,1.197330,10849
2016-09-26,1.197270,1.225300,0.853593,1.141980,1.141980,85566
2016-09-27,1.158390,1.166420,1.031610,1.080130,1.080130,17972
2016-09-28,1.080190,1.084240,1.033970,1.052550,1.052550,9612
2016-09-29,1.052440,1.079280,1.022350,1.031000,1.031000,12670
2016-09-30,1.024900,1.051020,0.960768,0.977073,0.977073,18632
2016-10-01,0.967037,1.039000,0.965263,1.007210,1.007210,21779
2016-10-02,1.013570,1.036270,0.940194,0.977000,0.977000,17194
2016-10-03,0.976922,1.178430,0.976919,1.069580,1.069580,32081
2016-10-04,1.069660,1.069660,0.979781,1.016380,1.016380,16290
2016-10-05,1.016570,1.134110,1.000450,1.084950,1.084950,21078
2016-10-06,1.084910,1.140740,1.011330,1.081050,1.081050,38003
2016-10-07,1.112020,1.166750,1.079050,1.086400,1.086400,17695
2016-10-08,1.086680,1.122080,1.011140,1.050770,1.050770,25996
2016-10-09,1.055020,1.100010,1.020390,1.028830,1.028830,7711
2016-10-10,1.029050,1.054820,0.933131,0.981122,0.981122,31604
2016-10-11,0.987916,1.009940,0.943252,0.976486,0.976486,32653
2016-10-12,0.956906,0.983471,0.935200,0.948240,0.948240,19760
2016-10-13,0.945600,0.983288,0.943885,0.953763,0.953763,15566
2016-10-14,0.953916,0.982420,0.930548,0.980952,0.980952,16042
2016-10-15,0.970912,0.971378,0.937737,0.948144,0.948144,6992
2016-10-16,0.948403,0.949299,0.897053,0.906924,0.906924,18820
2016-10-17,0.906949,0.979180,0.874531,0.975003,0.975003,20754
2016-10-18,1.006040,1.006040,0.873318,0.884849,0.884849,20889
2016-10-19,0.885073,0.904091,0.861065,0.866963,0.866963,9305
2016-10-20,0.866924,0.913662,0.866645,0.887821,0.887821,10010
2016-10-21,0.888113,0.908927,0.876567,0.889927,0.889927,6316
2016-10-22,0.889830,0.943198,0.886669,0.907106,0.907106,12952
2016-10-23,0.907509,0.917213,0.901756,0.904782,0.904782,5165
2016-10-24,0.905014,0.913056,0.875801,0.877860,0.877860,9578
2016-10-25,0.877614,0.892827,0.856504,0.857861,0.857861,13618
2016-10-26,0.858285,0.889561,0.852885,0.860811,0.860811,12435
2016-10-27,0.855405,0.874194,0.831780,0.836105,0.836105,15285
2016-10-28,0.836631,0.842202,0.777525,0.781814,0.781814,23059
2016-10-29,0.787614,1.009710,0.478798,0.770730,0.770730,104171
2016-10-30,0.759183,0.888865,0.745948,0.780302,0.780302,12727
2016-10-31,0.780365,0.848526,0.688255,0.692514,0.692514,30687
2016-11-01,0.692543,0.746763,0.685720,0.711819,0.711819,11065
2016-11-02,0.711956,0.732272,0.660487,0.709144,0.709144,8322
2016-11-03,0.706346,0.742517,0.627276,0.655677,0.655677,7741
2016-11-04,0.655899,0.687298,0.637368,0.648302,0.648302,6727
2016-11-05,0.648186,0.670119,0.630043,0.634668,0.634668,10349
2016-11-06,0.634539,0.649462,0.607585,0.626592,0.626592,8395
2016-11-07,0.626389,0.660919,0.600098,0.632151,0.632151,12028
2016-11-08,0.632375,0.666652,0.612146,0.619449,0.619449,6975
2016-11-09,0.619253,0.883668,0.613691,0.733860,0.733860,25735
2016-11-10,0.740210,0.784010,0.652382,0.713590,0.713590,26311
2016-11-11,0.713664,0.731267,0.643377,0.645018,0.645018,10221
2016-11-12,0.645013,0.674792,0.635009,0.656818,0.656818,7450
2016-11-13,0.650654,0.678427,0.643554,0.666323,0.666323,4673
2016-11-14,0.666512,0.666512,0.631860,0.644311,0.644311,8291
2016-11-15,0.644633,0.752944,0.638540,0.709970,0.709970,21550
2016-11-16,0.685773,0.787346,0.665875,0.731985,0.731985,28104
2016-11-17,0.741003,0.768021,0.704779,0.725155,0.725155,10090
2016-11-18,0.723936,0.748129,0.715661,0.746159,0.746159,10783
2016-11-19,0.735253,0.845883,0.735253,0.751169,0.751169,14161
2016-11-20,0.746327,0.750466,0.689770,0.704841,0.704841,14295
2016-11-21,0.704521,0.733669,0.694114,0.712357,0.712357,9012
2016-11-22,0.712034,0.723372,0.664324,0.679494,0.679494,19620
2016-11-23,0.664788,0.683516,0.649908,0.662553,0.662553,4659
2016-11-24,0.662535,0.663848,0.584865,0.627662,0.627662,15976
2016-11-25,0.629733,0.647764,0.585934,0.614373,0.614373,6319
2016-11-26,0.606675,0.629307,0.564234,0.589909,0.589909,16814
2016-11-27,0.589724,0.601502,0.576406,0.582951,0.582951,3508
2016-11-28,0.582994,0.639986,0.582994,0.590771,0.590771,9103
2016-11-29,0.590802,0.615966,0.577538,0.597028,0.597028,6112
2016-11-30,0.596947,0.664317,0.590170,0.600124,0.600124,22713
2016-12-01,0.600854,0.615202,0.597497,0.608297,0.608297,5488
2016-12-02,0.604682,0.621555,0.592903,0.596727,0.596727,7494
2016-12-03,0.596907,0.616030,0.519588,0.556226,0.556226,11230
2016-12-04,0.580017,0.580120,0.549882,0.565116,0.565116,5668
2016-12-05,0.565441,0.565727,0.521867,0.531496,0.531496,5324
2016-12-06,0.531405,0.532612,0.487740,0.500039,0.500039,8916
2016-12-07,0.500046,0.536317,0.484902,0.495941,0.495941,6578
2016-12-08,0.492497,0.517978,0.485504,0.502577,0.502577,5263
2016-12-09,0.506032,0.554148,0.491671,0.509712,0.509712,6650
2016-12-10,0.521914,0.563137,0.501617,0.526182,0.526182,12385
2016-12-11,0.517164,0.530558,0.498569,0.499099,0.499099,4676
2016-12-12,0.499293,0.570854,0.499287,0.544758,0.544758,21355
2016-12-13,0.544694,0.598188,0.529609,0.559540,0.559540,10300
2016-12-14,0.552580,0.556015,0.537577,0.538200,0.538200,2725
2016-12-15,0.538394,0.548861,0.522373,0.526895,0.526895,4440
2016-12-16,0.526759,0.539616,0.523135,0.529184,0.529184,4254
2016-12-17,0.529184,0.548876,0.526488,0.543848,0.543848,3447
2016-12-18,0.543862,0.552041,0.495812,0.504716,0.504716,14765
2016-12-19,0.502979,0.535172,0.490182,0.495368,0.495368,6464
2016-12-20,0.495005,0.522702,0.488482,0.501676,0.501676,10982
2016-12-21,0.496957,0.518298,0.458715,0.492777,0.492777,11189
2016-12-22,0.490236,0.490618,0.457551,0.462020,0.462020,10397
2016-12-23,0.461848,0.478357,0.439558,0.458266,0.458266,9336
2016-12-24,0.454779,0.753424,0.431530,0.457831,0.457831,4531
2016-12-25,0.457961,0.462478,0.415211,0.441004,0.441004,7157
2016-12-26,0.440804,0.461222,0.432376,0.432389,0.432389,6358
2016-12-27,0.432666,0.459372,0.419321,0.422478,0.422478,11433
2016-12-28,0.421673,0.514318,0.394796,0.499496,0.499496,11859
2016-12-29,0.499568,0.528411,0.479156,0.486243,0.486243,9909
2016-12-30,0.486198,0.493869,0.465229,0.466823,0.466823,3582
2016-12-31,0.466618,0.479284,0.460475,0.474424,0.474424,8112
2017-01-01,0.483748,0.516169,0.467199,0.490000,0.490000,3213
2017-01-02,0.490269,0.504779,0.437467,0.472282,0.472282,8168
2017-01-03,0.472265,0.487481,0.451906,0.461408,0.461408,5035
2017-01-04,0.461302,0.697568,0.461302,0.656956,0.656956,35529
2017-01-05,0.626407,0.710632,0.498772,0.551482,0.551482,13244
2017-01-06,0.553009,0.570857,0.485678,0.548149,0.548149,13185
2017-01-07,0.554099,0.823960,0.503061,0.672963,0.672963,48404
2017-01-08,0.672879,0.840568,0.665198,0.823298,0.823298,45713
2017-01-09,0.819151,0.892938,0.774255,0.814826,0.814826,52721
2017-01-10,0.829091,0.864707,0.696910,0.703456,0.703456,31965
2017-01-11,0.704936,0.755755,0.605414,0.698304,0.698304,30366
2017-01-12,0.699805,0.836467,0.666559,0.836467,0.836467,22705
2017-01-13,0.835348,1.149650,0.762925,1.104140,1.104140,95935
2017-01-14,1.106560,1.245730,0.963703,1.045980,1.045980,101834
2017-01-15,1.045880,1.073620,0.965567,0.979475,0.979475,47474
2017-01-16,0.976270,1.001580,0.907666,0.958128,0.958128,41929
2017-01-17,0.953343,0.966558,0.838567,0.884882,0.884882,51464
2017-01-18,0.885453,0.924930,0.794855,0.856784,0.856784,29944
2017-01-19,0.873604,1.085160,0.862384,1.036960,1.036960,40488
2017-01-20,1.037990,1.081550,0.895882,0.913069,0.913069,30691
2017-01-21,0.903234,0.954656,0.872173,0.873401,0.873401,19964
2017-01-22,0.873367,0.977411,0.849828,0.918113,0.918113,11358
2017-01-23,0.919060,1.022040,0.903630,0.983584,0.983584,21028
2017-01-24,0.972045,1.055480,0.941608,1.014920,1.014920,20333
2017-01-25,1.017460,1.051890,0.886295,1.013780,1.013780,49183
2017-01-26,1.017140,1.664250,1.017140,1.565020,1.565020,614441
2017-01-27,1.602620,1.666900,1.339600,1.339600,1.339600,151059
2017-01-28,1.354620,1.618830,1.328240,1.531050,1.531050,72100
2017-01-29,1.526950,2.211030,1.521390,1.946450,1.946450,322541
2017-01-30,1.875180,2.130690,1.840170,1.840490,1.840490,140668
2017-01-31,1.838210,2.406490,1.769350,2.287180,2.287180,318261
2017-02-01,2.235180,2.756910,2.043600,2.457610,2.457610,386941
2017-02-02,2.509620,2.694820,2.394530,2.595090,2.595090,132901
2017-02-03,2.594230,2.713210,2.516630,2.611510,2.611510,133515
2017-02-04,2.629340,3.469030,2.616330,3.367700,3.367700,726595
2017-02-05,3.353770,3.483970,2.493730,3.064130,3.064130,568651
2017-02-06,3.029710,3.095930,2.579110,2.599670,2.599670,178837
2017-02-07,2.584840,2.649600,2.396500,2.602520,2.602520,183596
2017-02-08,2.593580,2.989330,2.561940,2.568040,2.568040,115129
2017-02-09,2.571900,2.859530,2.375590,2.768380,2.768380,189010
2017-02-10,2.798450,2.798450,2.457500,2.570340,2.570340,133894
2017-02-11,2.584880,2.712470,2.383810,2.500630,2.500630,53482
2017-02-12,2.490130,2.508670,2.354820,2.388720,2.388720,57501
2017-02-13,2.388020,2.677750,2.364160,2.665510,2.665510,139972
2017-02-14,2.619590,2.676950,2.201580,2.417070,2.417070,210760
2017-02-15,2.396620,2.609890,2.297890,2.384220,2.384220,158941
2017-02-16,2.422060,2.474780,2.108580,2.196760,2.196760,118378
2017-02-17,2.193930,2.197840,2.071480,2.078090,2.078090,86611
2017-02-18,2.084060,2.124610,1.804320,1.844260,1.844260,108718
2017-02-19,1.844850,2.141170,1.832070,2.011340,2.011340,83589
2017-02-20,2.002830,2.023880,1.815730,1.877050,1.877050,51661
2017-02-21,1.866020,1.937980,1.741250,1.741250,1.741250,73990
2017-02-22,1.774270,2.184630,1.683820,2.119370,2.119370,126632
2017-02-23,2.098480,2.340390,2.055000,2.062680,2.062680,81706
2017-02-24,2.054340,2.380810,1.940710,2.289150,2.289150,94785
2017-02-25,2.282710,2.428030,2.142830,2.286110,2.286110,41894
2017-02-26,2.277750,2.555430,2.247520,2.403040,2.403040,63893
2017-02-27,2.329050,2.483390,2.298660,2.306950,2.306950,61474
2017-02-28,2.308540,2.338140,2.145800,2.146390,2.146390,40291
2017-03-01,2.147000,2.213870,2.000880,2.022530,2.022530,58226
2017-03-02,2.026040,2.102130,1.900840,2.090490,2.090490,76329
2017-03-03,2.090000,2.275880,2.041830,2.065040,2.065040,59526
2017-03-04,2.069020,2.179480,1.976830,2.151930,2.151930,42303
2017-03-05,2.140370,2.164090,2.030250,2.083510,2.083510,32295
2017-03-06,2.084080,2.347920,2.072480,2.294660,2.294660,68214
2017-03-07,2.273670,3.576220,2.262950,3.312950,3.312950,722346
2017-03-08,3.300400,3.481320,2.659310,2.795510,2.795510,478957
2017-03-09,2.810050,3.274060,2.733710,3.088980,3.088980,237597
2017-03-10,3.099180,3.532790,2.847010,3.129290,3.129290,483867
2017-03-11,3.118340,3.418320,3.118340,3.274980,3.274980,233518
2017-03-12,3.277200,5.015800,3.271420,4.619890,4.619890,1388970
2017-03-13,4.973000,5.868440,4.587090,5.057370,5.057370,2123340
2017-03-14,5.055630,5.340270,4.339490,4.635340,4.635340,980972
2017-03-15,4.627520,5.652850,4.403930,5.336680,5.336680,925039
2017-03-16,5.304680,6.137980,4.934810,5.178590,5.178590,945455
2017-03-17,5.143630,5.201280,4.393130,4.831740,4.831740,642384
2017-03-18,4.862490,6.228510,4.341650,6.228510,6.228510,1052730
2017-03-19,6.296610,7.382180,5.567340,6.377010,6.377010,1300370
2017-03-20,6.329850,6.585900,5.741460,6.143160,6.143160,616274
2017-03-21,6.137630,6.290650,5.335480,5.759380,5.759380,577491
2017-03-22,5.759840,6.065790,5.462870,5.912340,5.912340,334899
2017-03-23,5.971750,8.354780,5.903540,7.806500,7.806500,1580610
2017-03-24,7.665220,7.803520,7.004720,7.297960,7.297960,746802
2017-03-25,7.428140,10.327600,7.121570,10.021200,10.021200,1465100
2017-03-26,10.286200,21.223600,10.286200,15.190300,15.190300,15340800
2017-03-27,14.904700,17.983601,9.852970,10.791400,10.791400,7036740
2017-03-28,10.939400,14.960700,10.532000,12.808600,12.808600,2885050
2017-03-29,12.991800,13.277400,11.343800,12.241600,12.241600,1123390
2017-03-30,12.370600,13.981600,10.888400,12.247900,12.247900,1617450
2017-03-31,12.116100,13.305200,11.327400,12.667700,12.667700,1004920
2017-04-01,12.667100,13.305100,12.204300,12.803800,12.803800,612191
2017-04-02,12.863800,13.189600,9.569580,11.082200,11.082200,1259490
2017-04-03,11.062400,12.334200,9.036640,10.828900,10.828900,1468930
2017-04-04,10.841400,11.277800,9.360490,10.017800,10.017800,1042790
2017-04-05,10.002300,10.659100,8.701380,10.307000,10.307000,1240980
2017-04-06,10.299900,10.543400,9.337700,9.694600,9.694600,801588
2017-04-07,9.738630,9.738630,8.681880,8.859740,8.859740,664892
2017-04-08,8.869660,12.300300,8.698250,11.178400,11.178400,2052440
2017-04-09,11.276100,13.605600,10.496500,11.994200,11.994200,2464150
2017-04-10,11.980800,13.476500,11.381500,11.519600,11.519600,1106340
2017-04-11,11.556700,12.275000,11.103300,11.401600,11.401600,832124
2017-04-12,11.400700,11.583900,10.704800,11.512600,11.512600,664216
2017-04-13,11.526800,11.804900,10.745200,10.989500,10.989500,698967
2017-04-14,11.106700,11.458100,10.818700,11.046100,11.046100,449000
2017-04-15,11.043800,12.835300,10.972000,12.156000,12.156000,705586
2017-04-16,12.158800,12.724700,11.530600,12.178400,12.178400,635036
2017-04-17,12.167000,12.496500,11.656900,12.033500,12.033500,851312
2017-04-18,12.080700,12.326400,11.859800,12.131600,12.131600,684640
2017-04-19,12.122300,15.756600,12.002400,13.433700,13.433700,3399220
2017-04-20,13.425100,15.154700,12.452500,14.223200,14.223200,1689860
2017-04-21,14.208600,14.846300,13.184900,14.846300,14.846300,803308
2017-04-22,14.889800,15.068400,13.661300,14.771100,14.771100,1183560
2017-04-23,14.773700,16.932100,14.234100,16.516300,16.516300,2618160
2017-04-24,16.592400,18.336000,16.417700,16.568800,16.568800,2835990
2017-04-25,16.440201,17.943600,15.030000,15.207600,15.207600,2007810
2017-04-26,14.911900,17.400000,14.911900,16.474800,16.474800,1997200
2017-04-27,16.288300,16.536501,14.297600,14.554300,14.554300,1658670
2017-04-28,14.554600,16.036200,13.534500,15.276500,15.276500,1756280
2017-04-29,15.332100,15.925400,14.472600,15.649900,15.649900,960592
2017-04-30,15.661900,16.636000,14.954100,15.851800,15.851800,1326060
2017-05-01,15.775600,16.043800,13.891100,15.157300,15.157300,1895940
2017-05-02,14.935600,15.980900,13.157100,13.799100,13.799100,1660500
2017-05-03,13.765700,15.289300,13.687400,14.366100,14.366100,1610890
2017-05-04,14.394000,15.666300,14.362700,15.253800,15.253800,1313140
2017-05-05,15.331000,17.249701,15.080100,15.952300,15.952300,1630340
2017-05-06,15.954600,17.018499,15.760200,17.018499,17.018499,1476430
2017-05-07,17.032801,19.293301,16.473900,17.050501,17.050501,2927270
2017-05-08,17.240000,19.195999,16.226999,17.231701,17.231701,2088860
2017-05-09,17.234400,17.810400,14.557500,15.469500,15.469500,1562010
2017-05-10,15.650000,16.602900,15.103600,16.525600,16.525600,988746
2017-05-11,16.542101,16.542299,15.132400,15.340600,15.340600,831284
2017-05-12,15.250800,16.317301,14.874600,15.246900,15.246900,709425
