day,avg_block_voters,avg_block_poolsize,avg_block_difficulty,avg_hashrate
2018-11-24,5,41125,11057373856.61330000,158303530.31266500
2018-11-25,5,41018,11073747978.96740000,158537951.37937000
2018-11-26,5,40776,11786638919.41630000,168744095.62884500
2018-11-27,5,40818,11648620293.10540000,166768144.00803200
2018-11-28,5,40930,9861739759.98864000,141186165.83604700
2018-11-29,5,40860,9058263203.31222000,129683147.38928700
2018-11-30,5,40754,11042195982.80190000,158086235.40718800
2018-12-01,5,40788,12397363400.88520000,177487567.87809800
2018-12-02,5,40944,12530242459.05790000,179389938.57534600
2018-12-03,5,40894,12814150380.82740000,183454522.70559900
2018-12-04,5,40957,11984475258.63500000,171576430.98519500
2018-12-05,5,41192,10906470292.59270000,156143110.73827000
2018-12-06,5,41112,10837192281.07940000,155151288.09233300
2018-12-07,5,40971,11094422548.05240000,158833940.03963200
2018-12-08,5,40901,11684602585.11990000,167283286.56615700
2018-12-09,5,40735,12896439311.52190000,184632616.92611800
2018-12-10,5,40745,11893019350.28600000,170267097.20057700
2018-12-11,5,40899,11202108008.62970000,160375625.14441300
2018-12-12,5,41036,10846430417.37960000,155283546.40328300
2018-12-13,5,40991,10598004602.89110000,151726943.90758200
2018-12-14,5,41004,9768096804.89822000,139845521.07066700
2018-12-15,5,40975,9882731929.80489000,141486701.44549000
2018-12-16,5,40924,9943591002.70671000,142357993.87141800
2018-12-17,5,40894,9267324360.89818000,132676183.50493800
2018-12-18,5,40955,9460980454.98428000,135448672.14084200
2018-12-19,5,41018,10616882914.05490000,151997216.33775600
2018-12-20,5,41176,11332323294.12380000,162239859.78653600
2018-12-21,5,41213,10862217424.27350000,155509561.99765200
2018-12-22,5,41203,10030436688.93570000,143601325.14525800
2018-12-23,5,41022,9738433789.59598000,139420848.80192000
2018-12-24,5,40835,10539433141.27140000,150888402.20046500
2018-12-25,5,40832,10429850461.51230000,149319555.44788600
2018-12-26,5,40848,9786695992.73136000,140111797.41558500
2018-12-27,5,40828,9996700051.56071000,143118332.63124900
2018-12-28,5,40802,10804531134.88570000,154683692.90982600
2018-12-29,5,40900,10444639159.60970000,149531278.69681600
2018-12-30,5,40882,9002358244.15493000,128882780.81840600
2018-12-31,5,40815,10744085237.85450000,153818315.74007000
2019-01-01,5,40843,12482256050.93770000,178702938.39691700
2019-01-02,5,40876,13510939659.70430000,193430146.58886500
2019-01-03,5,41130,11619067384.20810000,166345048.08397900
2019-01-04,5,41275,12013932165.04480000,171998152.48409900
2019-01-05,5,41268,12420314179.25660000,177816144.01984000
2019-01-06,5,41159,13219513551.75800000,189257927.91276400
2019-01-07,5,41119,14067747792.44060000,201401722.32303000
2019-01-08,5,41050,12964057589.11450000,185600677.89569100
2019-01-09,5,40993,14217350356.20070000,203543516.05218700
2019-01-10,5,40932,15973468968.19140000,228685089.40684200
2019-01-11,5,41068,13012621362.76550000,186295943.96102900
2019-01-12,5,41032,11927181156.42310000,170756176.66768200
2019-01-13,5,40929,12249814857.77060000,175375180.65393300
2019-01-14,5,40797,13503337583.66990000,193321311.02903200
2019-01-15,5,40692,14299957490.56040000,204726165.85382300
2019-01-16,5,40798,14375418431.12810000,205806506.76003500
2019-01-17,5,40910,13912340865.86350000,199176830.09895900
2019-01-18,5,41147,14687041283.92440000,210267873.29819200
2019-01-19,5,41252,13035213348.84290000,186619383.43221100
2019-01-20,5,41163,15192805781.87840000,217508679.89215800
2019-01-21,5,40946,17193044607.74290000,246145214.36308200
2019-01-22,5,40979,16948577634.94720000,242645288.85271600
2019-01-23,5,40990,16758855567.86440000,239929121.94122000
2019-01-24,5,41079,17079628767.79990000,244521489.95174000
2019-01-25,5,40967,17365944406.00790000,248620544.29319200
2019-01-26,5,40889,18645441538.61790000,266938538.75947700
2019-01-27,5,40903,16381057700.82410000,234520356.99642700
2019-01-28,5,40970,15996708817.86910000,229017804.05461000
2019-01-29,5,40946,15148937656.69920000,216880639.34888800
2019-01-30,5,40961,15330530610.40130000,219480425.34000200
2019-01-31,5,40820,17448659811.59130000,249804744.16604800
2019-02-01,5,40888,16688702355.87430000,238924769.43719400
2019-02-02,5,40951,15265438703.00290000,218548533.29496800
2019-02-03,5,40782,16789341629.46480000,240365577.39974200
2019-02-04,5,40766,18822072741.83280000,269467289.56368500
2019-02-05,5,40931,18981337611.77250000,271747414.25632600
2019-02-06,5,41094,17811883057.50800000,255004850.70724400
2019-02-07,5,41013,17811644574.40870000,255001436.45020400
2019-02-08,5,40908,18356349295.56030000,262799732.99461300
2019-02-09,5,40920,19704347400.04130000,282098425.57400100
2019-02-10,5,40955,20065254132.69070000,287265367.61944900
2019-02-11,5,40986,21730082060.78560000,311099972.63490100
2019-02-12,5,41105,24619352417.51470000,352464378.27308100
2019-02-13,5,41613,22589486400.65260000,323403684.41413300
2019-02-14,5,41470,21243576146.90700000,304134882.67017000
2019-02-15,5,41137,22899179111.91990000,327837417.96981000
2019-02-16,5,40815,23070910017.69200000,330296013.38315400
2019-02-17,5,40419,25014347492.39050000,358119348.03532100
2019-02-18,5,40160,24309352702.63890000,348026249.48254600
2019-02-19,5,40034,22941893028.85710000,328448934.22423900
2019-02-20,5,40089,22568839165.47190000,323108087.08128700
2019-02-21,5,41922,22433718461.37580000,321173623.73093600
2019-02-22,5,42093,21094617426.53200000,302002306.56195700
2019-02-23,5,41882,26209513480.31880000,375230010.80680000
2019-02-24,5,41534,26138107273.70100000,374207719.73295200
2019-02-25,5,41315,23894208690.77080000,342082816.30219500
2019-02-26,5,41162,22488946377.54900000,321964297.37690400
2019-02-27,5,40811,18705536728.00930000,267798895.00308900
2019-02-28,5,40443,16305105608.55870000,233432984.48861900
2019-03-01,5,40859,19639588039.39960000,281171294.45377800
2019-03-02,5,40725,22440616423.36630000,321272378.80146300
2019-03-03,5,40621,21500511390.01120000,307813310.89124500
2019-03-04,5,40534,21349279930.91800000,305648196.98813800
2019-03-05,5,40616,20639860683.62310000,295491755.43385600
2019-03-06,5,40680,21674772214.71110000,310308126.03477700
2019-03-07,5,40673,20651132470.10750000,295653128.61491900
2019-03-08,5,41074,20779648135.97800000,297493030.55471200
2019-03-09,5,41135,22951005999.65370000,328579400.59604200
2019-03-10,5,41152,23749630424.79770000,340012953.22197400
2019-03-11,5,41074,20018212213.14670000,286591889.26617800
2019-03-12,5,41259,17944483675.14400000,256903235.09449800
2019-03-13,5,41004,20389970695.03320000,291914191.00521900
2019-03-14,5,40830,21172821718.65800000,303121922.81891400
2019-03-15,5,40548,24337987965.26500000,348436207.87085200
2019-03-16,5,40443,22970253837.21730000,328854963.37222200
2019-03-17,5,41062,20895874772.23900000,299156995.89359300
2019-03-18,5,41000,22291654155.72440000,319139751.90859600
2019-03-19,5,41026,23238516259.36600000,332695557.80513900
2019-03-20,5,41166,22973982474.99560000,328908344.62994200
2019-03-21,5,41369,23745965063.07810000,339960477.85960000
2019-03-22,5,41313,29983870244.61850000,429265807.02714700
2019-03-23,5,41193,29436683161.56490000,421431971.60545200
2019-03-24,5,40832,28132877559.36560000,402765963.53282900
2019-03-25,5,40433,27456985571.55820000,393089516.92195800
2019-03-26,5,40309,29427760140.18810000,421304224.65546400
2019-03-27,5,41203,30312631710.18480000,433972539.50312100
2019-03-28,5,41259,31188105117.42240000,446506305.01179800
2019-03-29,5,41274,33483814674.85120000,479372963.24603500
2019-03-30,5,41306,30023020464.45770000,429826303.40661700
2019-03-31,5,41103,28312454324.16590000,405336884.63928700
2019-04-01,5,40999,28097008721.01100000,402252445.24056100
2019-04-02,5,41142,25957939315.39260000,371628334.77054700
2019-04-03,5,41088,28305364327.74470000,405235380.29676100
2019-04-04,5,40973,29179269132.38140000,417746688.81586500
2019-04-05,5,40789,26331188777.24170000,376971982.21018300
2019-04-06,5,40496,25140317776.20190000,359922808.86611300
2019-04-07,5,40065,29964769598.61110000,428992351.52736600
2019-04-08,5,40035,28311032110.18880000,405316523.43089500
2019-04-09,5,41257,24953445224.22830000,357247437.20196000
2019-04-10,5,41557,29413764387.04400000,421103853.64867900
2019-04-11,5,41482,32176437001.98700000,460655815.41779800
2019-04-12,5,41256,30624812177.93110000,438441889.16785600
2019-04-13,5,40909,32696773775.22290000,468105246.83097400
2019-04-14,5,40690,33064328344.25200000,473367363.00922800
2019-04-15,5,40453,31425853164.54690000,449910038.63542600
2019-04-16,5,40230,31264391867.87010000,447598468.67276600
2019-04-17,5,41620,31786007875.77040000,455066214.32277300
2019-04-18,5,41719,24176711300.59210000,346127281.20292200
2019-04-19,5,41546,23341039133.40120000,334163332.44204700
2019-04-20,5,41528,30186755099.53070000,432170419.74948500
2019-04-21,5,41311,34215979526.67000000,489855043.55884200
2019-04-22,5,41051,33211364586.14790000,475472415.84346300
2019-04-23,5,40863,31282727697.08170000,447860974.62879800
2019-04-24,5,40714,29895334368.12580000,427998278.04694700
2019-04-25,5,40563,32296235510.63800000,462370917.67368200
2019-04-26,5,40446,35908772546.35450000,514090012.42031900
2019-04-27,5,40445,35955675468.42560000,514761500.80825700
2019-04-28,5,40771,35404594350.90300000,506871916.21758400
2019-04-29,5,41056,32954896966.60090000,471800682.38200300
2019-04-30,5,41060,34649795275.41750000,496065791.73671000
2019-05-01,5,41034,37272295384.42980000,533610965.74325600
2019-05-02,5,41006,34079628778.06760000,487902970.20540300
2019-05-03,5,40997,31855017081.07430000,456054188.58912200
2019-05-04,5,40959,35046995075.80480000,501752325.57884700
2019-05-05,5,40913,35628077119.73650000,510071420.16210900
2019-05-06,5,40973,35167606739.79600000,503479069.42004500
2019-05-07,5,40993,35277414086.98630000,505051132.63685200
2019-05-08,5,41014,32367865883.69760000,463396418.03932000
2019-05-09,5,40889,32079887576.81040000,459273560.00585600
2019-05-10,5,40673,37407780994.31560000,535550653.28838600
2019-05-11,5,40678,35050650361.20720000,501804656.68304700
2019-05-12,5,40527,33063492271.66530000,473355393.32783500
2019-05-13,5,40440,33962343180.14590000,486223844.18085200
2019-05-14,5,40593,33284887047.63160000,476525004.40210700
2019-05-15,5,40890,29956290160.91710000,428870955.16875000
2019-05-16,5,41067,28102406173.48300000,402329718.18005500
2019-05-17,5,41010,30258224706.50550000,433193618.49820100
2019-05-18,5,41016,32543450701.61910000,465910188.20813900
2019-05-19,5,41036,31005857273.06990000,443897143.24093000
2019-05-20,5,41000,28311936074.82880000,405329465.09277200
2019-05-21,5,41189,28085469095.16340000,402087237.52181800
2019-05-22,5,41257,30297651613.35700000,433758076.08323600
2019-05-23,5,41179,31652692306.13110000,453157594.28394400
2019-05-24,5,41111,31479052915.99950000,450671675.94423600
2019-05-25,5,41061,31631630820.61020000,452856066.31222100
2019-05-26,5,40873,34398872179.18000000,492473436.76287100
2019-05-27,5,40568,36637227629.75170000,524518981.61963500
2019-05-28,5,40733,32780740595.00780000,469307362.64739200
2019-05-29,5,40871,31318153715.08630000,448368153.25799100
2019-05-30,5,41201,34849177034.49890000,498920252.18562300
2019-05-31,5,41322,32995374091.56260000,472380175.47516100
2019-06-01,5,41643,32443822379.55740000,464483853.59144100
2019-06-02,5,41384,35536908569.41790000,508766200.35530700
2019-06-03,5,41141,36264817526.33710000,519187350.90341600
2019-06-04,5,40972,34438025099.28400000,493033971.80084100
2019-06-05,5,40812,32598345450.98100000,466696092.05224300
2019-06-06,5,40679,31956255980.32180000,457503581.12695600
2019-06-07,5,40604,34838909763.67490000,498773260.21093100
2019-06-08,5,40717,34546968747.97840000,494593669.82833800
2019-06-09,5,40727,31497387746.74170000,450934167.60562100
2019-06-10,5,40702,32422290148.46230000,464175586.16356300
2019-06-11,5,40820,32807299143.89070000,469687589.64366200
2019-06-12,5,41117,29950414231.06390000,428786832.08024000
2019-06-13,5,41075,32182915409.13640000,460748563.90725500
2019-06-14,5,41070,30991026151.79320000,443684812.63810900
2019-06-15,5,40950,30483710595.34930000,436421800.22584800
2019-06-16,5,40906,34068781664.45310000,487747676.87796700
2019-06-17,5,40909,33539864262.44320000,480175400.39824100
2019-06-18,5,40940,33667910508.47710000,482008581.86188100
2019-06-19,5,41045,33030986555.54470000,472890023.36893500
2019-06-20,5,41053,34511215552.72190000,494081807.14715600
2019-06-21,5,41046,32078831753.06360000,459258444.24431700
2019-06-22,5,40973,28221686985.64740000,404037408.80434500
2019-06-23,5,40802,29271198404.83350000,419062799.54495900
2019-06-24,5,40716,32378092872.94020000,463542833.32042600
2019-06-25,5,40812,34288769202.03350000,490897141.14275100
2019-06-26,5,40884,31332203102.56460000,448569292.12381500
2019-06-27,5,40991,30486724894.94290000,436464954.61975900
2019-06-28,5,40978,34732230123.21850000,497245974.98789400
2019-06-29,5,40949,33418437892.56260000,478436992.77321500
2019-06-30,5,40833,34404905740.69440000,492559816.59415000
2019-07-01,5,41031,35177606496.76010000,503622231.51713500
2019-07-02,5,41182,35589706226.63000000,509522081.05874800
2019-07-03,5,41356,34131433517.48350000,488644635.74396400
2019-07-04,5,41487,33389882330.44790000,478028175.42187300
2019-07-05,5,41291,36104728502.06980000,516895427.15783400
2019-07-06,5,41154,30614974788.56250000,438301051.61580500
2019-07-07,5,40943,31132748967.17920000,445713795.49537500
2019-07-08,5,40768,33538745689.51220000,480159386.28438700
2019-07-09,5,40836,35551788632.61710000,508979231.63798500
2019-07-10,5,41066,33103830313.29400000,473932895.22643700
2019-07-11,5,41104,33641670747.95230000,481632918.81751600
2019-07-12,5,41045,37212733996.73930000,532758251.70247700
2019-07-13,5,40963,35339403994.98510000,505938614.72864300
2019-07-14,5,40744,36328159818.90780000,520094194.48690400
2019-07-15,5,40680,36293272867.71550000,519594733.43880600
2019-07-16,5,40868,36001008787.95340000,515410517.89089500
2019-07-17,5,41122,34331840900.61910000,491513779.59877900
2019-07-18,5,41109,34412782074.02800000,492672578.57441700
2019-07-19,5,41048,36516314807.54800000,522787926.22952800
2019-07-20,5,41111,36413747226.62650000,521319511.54390600
2019-07-21,5,40996,36194560739.33900000,518181515.56182000
2019-07-22,5,40797,36160008487.26390000,517686846.25293600
2019-07-23,5,40782,38718390142.01280000,554314064.71238100
2019-07-24,5,40884,41546287574.31970000,594799821.33971500
2019-07-25,5,40895,40373604080.97260000,578011030.49809900
2019-07-26,5,40879,34882486888.10210000,499397134.62515700
2019-07-27,5,40936,31867375424.78390000,456231117.52934200
2019-07-28,5,40747,35782098491.31580000,512276476.00817500
2019-07-29,5,40616,38520357262.02020000,551478915.56870900
2019-07-30,5,40686,36717984022.02770000,525675135.16553200
2019-07-31,5,40814,34587374377.27610000,495172139.34969400
2019-08-01,5,40928,34433585675.40750000,492970414.53296400
2019-08-02,5,41152,32216746043.55580000,461232902.13536700
2019-08-03,5,41289,35975661415.76920000,515047630.77565800
2019-08-04,5,41190,37877882072.13830000,542280882.47192500
2019-08-05,5,41051,34057856933.53410000,487591272.33791600
2019-08-06,5,41121,36249102458.18190000,518962365.22414700
2019-08-07,5,41132,34889086312.06280000,499491615.65876800
2019-08-08,5,41168,31006427085.90830000,443905300.99928100
2019-08-09,5,41035,31482828768.29660000,450725733.15133600
2019-08-10,5,41088,30424095366.79250000,435568315.36919400
2019-08-11,5,40803,31206695112.86420000,446772449.75331800
2019-08-12,5,40678,30702557585.54260000,439554935.77820900
2019-08-13,5,40692,30400759044.42240000,435234219.56456800
2019-08-14,5,41028,30734396100.98240000,440010753.72009500
2019-08-15,5,41271,31325574626.47000000,448474395.16365600
2019-08-16,5,41243,36396041077.62560000,521066020.44091200
2019-08-17,5,41312,38260394543.17720000,547757144.31668000
2019-08-18,5,41222,36830337870.46240000,527283655.51421900
2019-08-19,5,40918,35700329179.86900000,511105820.94657200
2019-08-20,5,40747,35059786184.60910000,501935450.22549700
2019-08-21,5,40781,37175656236.39230000,532227425.80880800
2019-08-22,5,40933,33968046995.11330000,486305503.17667500
2019-08-23,5,40807,32775726882.27430000,469235583.53998600
2019-08-24,5,40836,37313074197.63930000,534194777.97360400
2019-08-25,5,40816,39497493394.71010000,565468141.34751900
2019-08-26,5,40880,40275894612.43680000,576612167.25852700
2019-08-27,5,41058,37044129501.25360000,530344415.72224700
2019-08-28,5,41163,33493440221.24130000,479510767.93587200
2019-08-29,5,41144,36712358594.08630000,525594598.40208200
2019-08-30,5,41037,36724377059.77810000,525766661.45906100
2019-08-31,5,41207,35573182308.97400000,509285515.43896700
2019-09-01,5,41113,39669351692.50760000,567928560.57614200
2019-09-02,5,40889,38894374919.46200000,556833560.92483400
2019-09-03,5,40752,38073622906.33300000,545083217.40979200
2019-09-04,5,40763,36981141536.99770000,529442644.90050500
2019-09-05,5,40767,39766484205.53940000,569319163.79897300
2019-09-06,5,40987,35277824112.04230000,505057002.78420600
2019-09-07,5,41051,37150217209.22470000,531863226.50972000
2019-09-08,5,40952,38923869550.70330000,557255822.51347100
2019-09-09,5,40895,35472219445.61800000,507840074.78488100
2019-09-10,5,40998,37172549610.79620000,532182949.62435400
2019-09-11,5,40990,39226461056.64750000,561587891.25373400
2019-09-12,5,40972,37813387449.60670000,541357541.49012900
2019-09-13,5,40999,35243890275.30420000,504571187.05414500
2019-09-14,5,41102,34107494527.13650000,488301911.80850100
2019-09-15,5,40826,37083048962.76930000,530901608.43686900
2019-09-16,5,40544,37593201304.34910000,538205233.84708200
2019-09-17,5,40713,39340783205.55240000,563224590.88958000
2019-09-18,5,40888,41686150500.53830000,596802176.98648400
2019-09-19,5,40864,38403810194.09270000,549810362.75140000
2019-09-20,5,40961,37629525711.99480000,538725274.32335800
2019-09-21,5,41296,33111725363.06280000,474045925.16163200
2019-09-22,5,41135,37160056321.57290000,532004088.72891400
2019-09-23,5,40938,39562259395.52220000,566395367.53212300
2019-09-24,5,40889,35422822776.00040000,507132884.51641700
2019-09-25,5,40776,37275435939.01980000,533655927.67411000
2019-09-26,5,40660,34282481914.76520000,490807128.83208900
2019-09-27,5,40819,34551339244.19750000,494656240.28943200
2019-09-28,5,40848,34845719136.35880000,498870746.98754300
2019-09-29,5,40807,36053804464.18330000,516166370.23348300
2019-09-30,5,40659,37045394144.46040000,530362521.05962200
2019-10-01,5,40734,34069217284.00520000,487753913.45040400
2019-10-02,5,40934,36185128377.28030000,518046476.60660200
2019-10-03,5,41162,34546628296.87250000,494588795.74045500
2019-10-04,5,41226,38484997220.08580000,550972681.48973000
2019-10-05,5,41204,38195405255.90600000,546826721.43860800
2019-10-06,5,41139,37720265054.44050000,540024349.35091300
2019-10-07,5,40988,36348628742.35360000,520387239.00951300
2019-10-08,5,40942,39422467206.37620000,564394024.59672900
2019-10-09,5,41317,37325105825.68930000,534367029.47024400
2019-10-10,5,41401,32885163975.60830000,470802345.99611600
2019-10-11,5,41338,32423565715.15740000,464193847.88769000
2019-10-12,5,41432,32846755237.72480000,470252465.08581800
2019-10-13,5,41245,33475992461.60690000,479260976.07914800
2019-10-14,5,41240,34871640052.69880000,499241845.28075200
2019-10-15,5,41098,33459882464.62020000,479030336.37849300
2019-10-16,5,40933,34476740967.53960000,493588249.76081900
2019-10-17,5,40746,36468099277.98110000,522097645.82070200
2019-10-18,5,40685,31044233933.16820000,444446564.90777200
2019-10-19,5,40691,29115290701.84680000,416830737.92655200
2019-10-20,5,40545,32284596739.21440000,462204290.53158300
2019-10-21,5,40436,31818314576.78880000,455528735.07049400
2019-10-22,5,40753,27563768093.17010000,394618275.04898100
2019-10-23,5,40928,29368479906.10070000,420455535.76645400
2019-10-24,5,40919,31402375005.65480000,449573912.22004800
2019-10-25,5,41156,29709965720.70310000,425344437.11900400
2019-10-26,5,41237,26987633884.52060000,386370016.43478800
2019-10-27,5,41160,26742133124.92110000,382855290.65604800
2019-10-28,5,40960,27343573435.47330000,391465845.53710800
2019-10-29,5,40889,30008354475.15960000,429616336.92528400
2019-10-30,5,40675,31237760850.95220000,447217204.18369800
2019-10-31,5,40501,30287607452.52920000,433614278.27566500
2019-11-01,5,40640,31355231291.90880000,448898976.52421100
2019-11-02,5,40714,30254317549.56680000,433137681.46063000
2019-11-03,5,40759,29059894492.28050000,416037654.89851800
2019-11-04,5,41023,30320233309.89180000,434081368.24358400
2019-11-05,5,41310,29960799344.03110000,428935511.14877400
2019-11-06,5,41391,29943655604.08610000,428690071.80745800
2019-11-07,5,41258,28570664216.83970000,409033561.45441400
2019-11-08,5,41212,27810199160.76470000,398146319.63576800
2019-11-09,5,41385,28808071209.54710000,412432412.35281700
2019-11-10,5,41199,30324804940.15750000,434146818.25185100
2019-11-11,5,41050,29242028895.20080000,418645192.57858100
2019-11-12,5,40862,28853658126.91470000,413085060.08354300
2019-11-13,5,40694,28035647913.48350000,401373969.70194400
2019-11-14,5,40501,27984941506.60420000,400648028.50446200
2019-11-15,5,40306,29534544251.13770000,422833005.53633800
2019-11-16,5,40428,27801328127.79260000,398019316.98077800
2019-11-17,5,40604,29971999250.52300000,429095855.25577300
2019-11-18,5,41038,27069520820.95110000,387542355.48125200
2019-11-19,5,41420,27543952699.25990000,394334586.81963900
2019-11-20,5,41344,29885659266.85570000,427859763.90181700
2019-11-21,5,41289,28387038101.51930000,406404667.58777200
2019-11-22,5,41298,31594110576.03020000,452318905.56752200
2019-11-23,5,41388,31797368672.76750000,455228861.82797200
2019-11-24,5,41376,31561746068.25410000,451855557.22602300
2019-11-25,5,41559,32759395400.96620000,469001772.94627600
2019-11-26,5,41399,31276394334.29940000,447770302.67538300
2019-11-27,5,41094,30970738677.52670000,443394365.84312800
2019-11-28,5,40842,30750797639.83130000,440245567.29662900
2019-11-29,5,40533,30333414794.57370000,434270081.72899000
2019-11-30,5,40272,30720315516.21010000,439809168.21641700
2019-12-01,5,40267,28869116525.64780000,413306371.14023300
2019-12-02,5,40384,29112600882.05650000,416792228.96644600
2019-12-03,5,40171,29696222765.16720000,425147685.30374400
2019-12-04,5,40402,27551070541.52250000,394436489.81876300
2019-12-05,5,40705,27927917092.84570000,399831635.19723700
2019-12-06,5,41016,29141348804.33160000,417203800.25311000
2019-12-07,5,41337,30042232070.57420000,430101347.47319500
2019-12-08,5,42057,31838107353.55570000,455812099.50019400
2019-12-09,5,42168,34119254761.97930000,488470277.88864600
2019-12-10,5,42052,30559429660.78430000,437505836.59160200
2019-12-11,5,41707,28843455470.92630000,412938993.17086900
2019-12-12,5,41284,31048246753.95030000,444504014.68784800
2019-12-13,5,40942,29712569043.32330000,425381707.73738500
2019-12-14,5,40593,29253342672.26530000,418807166.92020300
2019-12-15,5,40172,30565068158.40860000,437586560.46791900
2019-12-16,5,39854,28779362509.88230000,412021402.59891000
2019-12-17,5,39752,25728167778.89570000,368338797.32119500
2019-12-18,5,40803,24345035318.62210000,348537101.71149100
2019-12-19,5,41207,26032809735.86340000,372700221.46174800
2019-12-20,5,41220,27081086079.26530000,387707930.16868600
2019-12-21,5,41212,22999048021.23190000,329267196.96775100
2019-12-22,5,41046,23320317589.57250000,333866671.26515900
2019-12-23,5,40594,21965659398.21640000,314472629.16804700
2019-12-24,5,40768,24848356071.88620000,355742922.29371700
2019-12-25,5,40868,25568805150.04270000,366057273.05743400
2019-12-26,5,40925,25766226558.01680000,368883668.02669800
2019-12-27,5,40843,26453289117.38020000,378720038.76926900
2019-12-28,5,40900,26664950217.27030000,381750297.10881500
2019-12-29,5,41124,26459960816.61640000,378815554.53602700
2019-12-30,5,41153,25016941873.36610000,358156490.64013500
2019-12-31,5,41064,26313420559.39770000,376717602.49502600
2020-01-01,5,40940,29353428765.62060000,420240055.24602100
2020-01-02,5,40832,28698209523.31510000,410859571.18798200
2020-01-03,5,40810,28426005210.31350000,406962542.44740600
2020-01-04,5,40927,27167308762.89110000,388942342.18984000
2020-01-05,5,41187,27255597813.08820000,390206337.46714100
2020-01-06,5,41248,28014748407.09770000,401074760.71384100
2020-01-07,5,41323,27644784985.98560000,395778158.06586300
2020-01-08,5,41265,29867305991.23590000,427597008.17327500
2020-01-09,5,41272,29612651132.65350000,423951227.20867800
2020-01-10,5,41249,29005949413.61870000,415265347.06973900
2020-01-11,5,41082,27280826625.26970000,390567527.21126400
2020-01-12,5,40934,28863185083.08830000,413221453.30086600
2020-01-13,5,40613,33132094567.65860000,474337542.05357300
2020-01-14,5,40438,32452417113.56920000,464606900.59643400
2020-01-15,5,40671,29379467099.90370000,420612834.55998000
2020-01-16,5,40636,27752563836.31030000,397321180.19035300
2020-01-17,5,40571,26889948246.86510000,384971494.37139500
2020-01-18,5,40805,26016206527.85760000,372462520.67710400
2020-01-19,5,40940,26120285055.06620000,373952566.91235900
2020-01-20,5,41117,28898391584.37410000,413725489.20629600
2020-01-21,5,41094,27533683804.55880000,394187571.59661400
2020-01-22,5,41035,28241209769.18130000,404316907.86036300
2020-01-23,5,40834,32072328780.76430000,459165344.06647000
2020-01-24,5,40693,28938868739.36230000,414304982.72932500
2020-01-25,5,40664,28812770369.90960000,412499688.15306300
2020-01-26,5,40626,27106295336.13840000,388068839.94810200
2020-01-27,5,40730,29582595836.80520000,423520938.83287600
2020-01-28,5,40622,31584272329.21190000,452178055.73974300
2020-01-29,5,40743,27757679080.42470000,397394412.87762500
2020-01-30,5,41026,25712964469.45080000,368121138.26500500
2020-01-31,5,41218,27064599016.94700000,387471892.19047100
2020-02-01,5,41236,28777515346.24730000,411994957.57422900
2020-02-02,5,41107,30532522389.14630000,437120617.08590500
2020-02-03,5,41055,25481485084.11270000,364807150.29925100
2020-02-04,5,41040,26011513699.52140000,372395335.52967200
2020-02-05,5,41030,28617035699.07140000,409697441.45325300
2020-02-06,5,41002,29427302990.85640000,421297679.85070500
2020-02-07,5,40886,27182371936.15620000,389157994.97832900
2020-02-08,5,40918,22327823377.67820000,319657570.65997300
2020-02-09,5,40876,27171423512.84610000,389001251.24479600
2020-02-10,5,40801,32453898040.63480000,464628102.37415200
2020-02-11,5,40838,30227138273.44770000,432748567.78709300
2020-02-12,5,40893,25640082175.58580000,367077714.70297800
2020-02-13,5,40910,25493553922.98760000,364979934.52681200
2020-02-14,5,40853,26064870682.85750000,373159223.85780800
2020-02-15,5,40765,22456873903.74810000,321505129.95664800
2020-02-16,5,40742,22166274251.98520000,317344743.28814600
2020-02-17,5,40533,24126579273.61880000,345409563.14847900
2020-02-18,5,40519,24971800150.15580000,357510216.55722300
2020-02-19,5,40699,23583785337.10780000,337638622.46254100
2020-02-20,5,41134,23245633656.69500000,332797454.43433800
2020-02-21,5,40845,22004961476.11730000,315035299.63220900
2020-02-22,5,40582,23734115397.33570000,339790831.43682100
2020-02-23,5,40942,24240805698.95960000,347044892.35240600
2020-02-24,5,41277,26220782225.54760000,375391340.44755200
2020-02-25,5,41454,22929328310.42350000,328269050.70838600
2020-02-26,5,42162,21770436845.23560000,311677714.23306800
2020-02-27,5,42129,21689771949.25810000,310522870.59920600
2020-02-28,5,41858,25481180327.72160000,364802787.23680800
2020-02-29,5,41724,26053524607.06310000,372996787.10956000
2020-03-01,5,41549,25289623763.09690000,362060356.63548500
2020-03-02,5,41241,25435895673.55270000,364154466.87458600
2020-03-03,5,41502,23057228601.19710000,330100142.59512200
2020-03-04,5,41322,21174697100.08170000,303148771.82519300
2020-03-05,5,40974,23333477968.19420000,334055082.58443600
2020-03-06,5,40662,22265942022.82600000,318771642.67556800
2020-03-07,5,40259,23121249989.76740000,331016708.49563600
2020-03-08,5,39841,28217752109.65500000,403981074.92534800
2020-03-09,5,39712,29824541406.38240000,426984766.52870100
2020-03-10,5,40175,30404753615.12510000,435291408.06633400
2020-03-11,5,41141,29312986286.65510000,419661058.16426800
2020-03-12,5,41189,28892441334.34290000,413640302.10867100
2020-03-13,5,41446,27601140572.09060000,395153320.29808900
2020-03-14,5,41295,25970302116.86120000,371805327.53052900
2020-03-15,5,41037,29759705500.29640000,426056539.54121300
2020-03-16,5,40808,29410635379.12670000,421059057.02643300
2020-03-17,5,40598,26494264723.10950000,379306668.39107200
2020-03-18,5,40434,27459843986.12270000,393130439.57886300
