day,sum_total_reward,sum_reward
2016-04-10,8727.85894535,2190832.58751187
2016-04-11,8412.50980337,2199245.09731524
2016-04-12,9101.67559302,2208346.77290826
2016-04-13,8290.21549351,2216636.98840177
2016-04-14,9416.57055700,2226053.55895877
2016-04-15,8084.32263249,2234137.88159126
2016-04-16,8496.10835462,2242633.98994588
2016-04-17,8229.65876973,2250863.64871561
2016-04-18,7945.04216749,2258808.69088310
2016-04-19,9628.51909023,2268437.20997333
2016-04-20,8368.93923446,2276806.14920779
2016-04-21,7963.20918466,2284769.35839245
2016-04-22,9247.01173011,2294016.37012256
2016-04-23,9234.90038545,2303251.27050801
2016-04-24,8562.72075079,2311813.99125880
2016-04-25,8193.32473542,2320007.31599422
2016-04-26,8944.22811097,2328951.54410519
2016-04-27,8726.22390511,2337677.76801030
2016-04-28,8029.82158107,2345707.58959137
2016-04-29,9368.12517788,2355075.71476925
2016-04-30,8381.05057924,2363456.76534849
2016-05-01,8544.55373368,2372001.31908217
2016-05-02,8134.47679149,2380135.79587366
2016-05-03,7890.36125296,2388026.15712662
2016-05-04,8993.57285664,2397019.72998326
2016-05-05,8160.16843863,2405179.89842189
2016-05-06,7728.47694151,2412908.37536340
2016-05-07,9761.02440694,2422669.39977034
2016-05-08,8274.08702802,2430943.48679836
2016-05-09,7872.37410719,2438815.86090555
2016-05-10,7284.79401333,2446100.65491888
2016-05-11,7728.47694101,2453829.13185989
2016-05-12,9629.11867140,2463458.25053129
2016-05-13,7494.64404698,2470952.89457827
2016-05-14,9131.47430713,2480084.36888540
2016-05-15,8807.70568419,2488892.07456959
2016-05-16,7722.48122630,2496614.55579589
2016-05-17,8687.79137955,2505302.34717544
2016-05-18,8645.82137276,2513948.16854820
2016-05-19,8477.94134620,2522426.10989440
2016-05-20,7782.43837846,2530208.54827286
2016-05-21,8747.74853173,2538956.29680459
2016-05-22,8543.89421343,2547500.19101802
2016-05-23,7890.36125268,2555390.55227070
2016-05-24,8385.77947950,2563776.33175020
2016-05-25,7847.85696798,2571624.18871818
2016-05-26,8299.01969817,2579923.20841635
2016-05-27,8756.11878033,2588679.32719668
2016-05-28,8055.62927724,2596734.95647392
2016-05-29,7135.49476193,2603870.45123585
2016-05-30,7919.09318853,2611789.54442438
2016-05-31,9711.87140656,2621501.41583094
2016-06-01,7616.33925108,2629117.75508202
2016-06-02,7378.88518255,2636496.64026457
2016-06-03,9860.28019950,2646356.92046407
2016-06-04,8536.47376727,2654893.39423134
2016-06-05,6844.61352823,2661738.00775957
2016-06-06,8750.18242908,2670488.19018865
2016-06-07,8732.37337387,2679220.56356252
2016-06-08,8132.80185051,2687353.36541303
2016-06-09,7533.23032704,2694886.59574007
2016-06-10,8952.01838718,2703838.61412725
2016-06-11,8334.63780877,2712173.25193602
2016-06-12,8471.17389823,2720644.42583425
2016-06-13,8174.35631262,2728818.78214687
2016-06-14,8351.00685605,2737169.78900292
2016-06-15,6729.82446718,2743899.61347010
2016-06-16,7570.31782853,2751469.93129863
2016-06-17,10285.75791932,2761755.68921795
2016-06-18,8381.42331017,2770137.11252812
2016-06-19,8040.52390488,2778177.63643300
2016-06-20,7834.80874652,2786012.44517952
2016-06-21,8463.70937352,2794476.15455304
2016-06-22,7964.11541749,2802440.26997053
2016-06-23,9033.83424113,2811474.10421166
2016-06-24,7299.94933467,2818774.05354633
2016-06-25,8146.32027183,2826920.37381816
2016-06-26,8122.80996748,2835043.18378564
2016-06-27,8087.54451244,2843130.72829808
2016-06-28,8058.15663264,2851188.88493072
2016-06-29,9104.36515256,2860293.25008328
2016-06-30,7282.31660682,2867575.56669010
2016-07-01,7899.46208184,2875475.02877194
2016-07-02,9169.01848803,2884644.04725997
2016-07-03,8175.70815187,2892819.75541184
2016-07-04,8504.85240530,2901324.60781714
2016-07-05,8181.44024488,2909506.04806202
2016-07-06,8211.14819651,2917717.19625853
2016-07-07,8554.49174262,2926271.68800115
2016-07-08,7460.44790056,2933732.13590171
2016-07-09,8077.30240696,2941809.43830867
2016-07-10,8845.46084936,2950654.89915803
2016-07-11,7780.51391803,2958435.41307606
2016-07-12,7879.44341452,2966314.85649058
2016-07-13,6535.16614067,2972850.02263125
2016-07-14,9153.88810233,2982003.91073358
2016-07-15,8030.74734994,2990034.65808352
2016-07-16,8379.91027820,2998414.56836172
2016-07-17,7995.83105700,3006410.39941872
2016-07-18,7768.87515389,3014179.27457261
2016-07-19,8251.88387146,3022431.15844407
2016-07-20,8531.21421404,3030962.37265811
2016-07-21,7576.83554316,3038539.20820127
2016-07-22,8048.20549647,3046587.41369774
2016-07-23,8810.54455664,3055397.95825438
2016-07-24,8257.70325353,3063655.66150791
2016-07-25,6878.50968680,3070534.17119471
2016-07-26,7437.17037218,3077971.34156689
2016-07-27,7716.62746522,3085687.96903211
2016-07-28,7570.95853050,3093258.92756261
2016-07-29,6764.31150295,3100023.23906556
2016-07-30,8631.12319648,3108654.36226204
2016-07-31,7726.52617290,3116380.88843494
2016-08-01,7870.57028506,3124251.45872000
2016-08-02,8170.18203809,3132421.64075809
2016-08-03,8072.23204182,3140493.87279991
2016-08-04,7951.23498765,3148445.10778756
2016-08-05,8008.85263264,3156453.96042020
2016-08-06,8498.60261375,3164952.56303395
2016-08-07,7887.85557844,3172840.41861239
2016-08-08,8147.13498022,3180987.55359261
2016-08-09,8302.70262118,3189290.25621379
2016-08-10,8527.41143614,3197817.66764993
2016-08-11,7375.05853931,3205192.72618924
2016-08-12,8089.51733541,3213282.24352465
2016-08-13,9028.68494620,3222310.92847085
2016-08-14,8608.07613879,3230919.00460964
2016-08-15,6925.64090954,3237844.64551918
2016-08-16,9460.81728250,3247305.46280168
2016-08-17,7234.00940572,3254539.47220740
2016-08-18,8557.07597040,3263096.54817780
2016-08-19,8180.56462792,3271277.11280572
2016-08-20,7227.87683651,3278504.98964223
2016-08-21,8979.22505166,3287484.21469389
2016-08-22,6942.64097063,3294426.85566452
2016-08-23,7216.46740163,3301643.32306615
2016-08-24,9264.46091728,3310907.78398343
2016-08-25,8237.61180104,3319145.39578447
2016-08-26,6691.63340883,3325837.02919330
2016-08-27,9663.79112944,3335500.82032274
2016-08-28,7764.12026407,3343264.94058681
2016-08-29,7068.14475171,3350333.08533852
2016-08-30,7878.21461025,3358211.29994877
2016-08-31,9024.86279046,3367236.16273923
2016-09-01,8163.45047597,3375399.61321520
2016-09-02,7108.07777284,3382507.69098804
2016-09-03,8437.27690705,3390944.96789509
2016-09-04,9133.25241907,3400078.22031416
2016-09-05,6879.88907968,3406958.10939384
2016-09-06,6765.79473368,3413723.90412752
2016-09-07,8820.42492590,3422544.32905342
2016-09-08,7201.49958377,3429745.82863719
2016-09-09,8816.89478488,3438562.72342207
2016-09-10,7286.22310845,3445848.94653052
2016-09-11,9172.73358749,3455021.68011801
2016-09-12,6800.47490108,3461822.15501909
2016-09-13,8291.60893271,3470113.76395180
2016-09-14,7410.48427777,3477524.24822957
2016-09-15,7845.39837036,3485369.64659993
2016-09-16,7975.30777463,3493344.95437456
2016-09-17,8850.78419460,3502195.73856916
2016-09-18,7975.30777445,3510171.04634361
2016-09-19,7766.32308063,3517937.36942424
2016-09-20,6969.92195030,3524907.29137454
2016-09-21,8528.83480127,3533436.12617581
2016-09-22,8302.90540249,3541739.03157830
2016-09-23,7924.47365982,3549663.50523812
2016-09-24,7630.76544155,3557294.27067967
2016-09-25,8093.92070889,3565388.19138856
2016-09-26,8156.05129360,3573544.24268216
2016-09-27,7890.58425011,3581434.82693227
2016-09-28,7822.80543031,3589257.63236258
2016-09-29,8164.74733258,3597422.37969516
2016-09-30,8131.22142103,3605553.60111619
2016-10-01,7532.84405371,3613086.44516990
2016-10-02,7812.45964596,3620898.90481586
2016-10-03,7655.87491433,3628554.77973019
2016-10-04,7767.72115124,3636322.50088143
2016-10-05,7969.04437761,3644291.54525904
2016-10-06,8584.19868028,3652875.74393932
2016-10-07,6884.13587982,3659759.87981914
2016-10-08,9132.24524109,3668892.12506023
2016-10-09,7079.86679441,3675971.99185464
2016-10-10,8259.84459349,3684231.83644813
2016-10-11,7639.09797880,3691870.93442693
2016-10-12,8628.93717517,3700499.87160210
2016-10-13,7068.68217071,3707568.55377281
2016-10-14,8147.99835663,3715716.55212944
2016-10-15,7722.98265638,3723439.53478582
2016-10-16,8181.55222758,3731621.08701340
2016-10-17,7913.12125907,3739534.20827247
2016-10-18,8075.29830227,3747609.50657474
2016-10-19,7432.18244028,3755041.68901502
2016-10-20,6939.14540073,3761980.83441575
2016-10-21,8748.36901697,3770729.20343272
2016-10-22,7308.76398886,3778037.96742158
2016-10-23,7552.38945519,3785590.35687677
2016-10-24,7912.29071226,3793502.64758903
2016-10-25,8061.78815744,3801564.43574647
2016-10-26,8554.57603247,3810119.01177894
2016-10-27,7109.43406191,3817228.44584085
2016-10-28,7557.92639763,3824786.37223848
2016-10-29,7973.19707873,3832759.56931721
2016-10-30,7530.24168550,3840289.81100271
2016-10-31,7779.40409417,3848069.21509688
2016-11-01,7452.72449150,3855521.93958838
2016-11-02,7812.62574859,3863334.56533697
2016-11-03,7286.61621925,3870621.18155622
2016-11-04,8083.93592708,3878705.11748330
2016-11-05,8875.71869265,3887580.83617595
2016-11-06,7402.89201005,3894983.72818600
2016-11-07,7004.23215605,3901987.96034205
2016-11-08,8504.74355067,3910492.70389272
2016-11-09,7485.94614612,3917978.65003884
2016-11-10,7618.83276409,3925597.48280293
2016-11-11,8028.81320102,3933626.29600395
2016-11-12,8623.37665685,3942249.67266080
2016-11-13,6446.97453812,3948696.64719892
2016-11-14,8384.90438441,3957081.55158333
2016-11-15,7296.70332505,3964378.25490838
2016-11-16,7477.61332486,3971855.86823324
2016-11-17,8135.46786952,3979991.33610276
2016-11-18,7839.43332442,3987830.76942718
2016-11-19,7609.18423374,3995439.95366092
2016-11-20,8458.91302067,4003898.86668159
2016-11-21,6257.84135654,4010156.70803813
2016-11-22,7609.18423380,4017765.89227193
2016-11-23,7960.03999098,4025725.93226291
2016-11-24,7940.85256677,4033666.78482968
2016-11-25,6678.32005291,4040345.10488259
2016-11-26,6940.36544596,4047285.47032855
2016-11-27,7899.73665761,4055185.20698616
2016-11-28,7247.36423420,4062432.57122036
2016-11-29,8075.16453633,4070507.73575669
2016-11-30,8086.12877863,4078593.86453532
2016-12-01,7105.92550705,4085699.79004237
2016-12-02,7574.31034386,4093274.10038623
2016-12-03,8364.30572082,4101638.40610705
2016-12-04,7018.20071187,4108656.60681892
2016-12-05,6996.48934080,4115653.09615972
2016-12-06,8114.62495298,4123767.72111270
2016-12-07,7688.53929493,4131456.26040763
2016-12-08,7289.59285077,4138745.85325840
2016-12-09,7650.54439551,4146396.39765391
2016-12-10,7577.26851797,4153973.66617188
2016-12-11,7892.08339913,4161865.74957101
2016-12-12,7626.11910304,4169491.86867405
2016-12-13,7061.62345413,4176553.49212818
2016-12-14,7859.51634249,4184413.00847067
2016-12-15,8011.49594028,4192424.50441095
2016-12-16,7930.07829856,4200354.58270951
2016-12-17,6323.43683632,4206678.01954583
2016-12-18,7604.40773192,4214282.42727775
2016-12-19,8266.60455083,4222549.03182858
2016-12-20,7951.78966970,4230500.82149828
2016-12-21,7490.42303360,4237991.24453188
2016-12-22,7153.89678132,4245145.14131320
2016-12-23,7702.56569933,4252847.70701253
2016-12-24,7663.46910103,4260511.17611356
2016-12-25,7615.10218525,4268126.27829881
