day,sum_fees,difficulty,count_tx
2016-06-05,16.23694219,900378.4633862666,2285
2016-06-06,30.37348105,761955.24718218,3513
2016-06-07,16.122290980000002,754755.5646611933,2733
2016-06-08,32.27766171,787797.0728718933,3722
2016-06-09,16.8124674,773634.6617619051,2557
2016-06-10,313.72096951000003,715485.1278996001,6503
2016-06-11,6.61982735,788479.56283125,1274
2016-06-12,31.95021809,829495.9780513634,3778
2016-06-13,88.73109170000001,819014.84005393,4409
2016-06-14,10.779353969999999,829299.8182054199,1782
2016-06-15,208.21477476,804876.08886337,6275
2016-06-16,44.59099099,666213.7071322667,2137
2016-06-17,32.93319055,592881.0912043275,4015
2016-06-18,41.97433272,781162.1498206867,3068
2016-06-19,53.80589749000001,805699.5125362934,3323
2016-06-20,10.45859771,782858.96248776,1909
2016-06-21,75.10037424000001,741147.7111933175,4210
2016-06-22,136.61135905999998,720573.77005892,5976
2016-06-23,13.86361604,755947.0738605475,1544
2016-06-24,32.97181194,815414.81407466,2986
2016-06-25,15.09371787,751060.2785824733,2135
2016-06-26,67.01879125,722733.5672462174,4633
2016-06-27,125.34716836,771843.3081706633,3734
2016-06-28,12.110633870000001,747199.5121457833,1761
2016-06-29,69.48592794,797742.1785037533,3962
2016-06-30,81.30858943,855583.63196407,5333
2016-07-01,21.47017066,775365.1517329332,1637
2016-07-02,72.21389629,742070.5360005025,6162
2016-07-03,15.74965816,832005.44718424,1587
2016-07-04,42.896369709999995,842173.1410051432,3575
2016-07-05,36.73385944,849647.9236340601,3201
2016-07-06,32.22546228,832461.4245584967,3367
2016-07-07,33.303099440000004,891082.0434644399,3807
2016-07-08,23.434835990000003,924099.8731120733,2489
2016-07-09,32.67648785,831370.1151936101,3969
2016-07-10,99.51555649000001,841605.2675376767,6238
2016-07-11,9.104589879999999,920278.7087710332,1586
2016-07-12,69.95569653000001,864837.7973532332,5122
2016-07-13,10.305840700000001,762822.270675695,1386
2016-07-14,42.31311455,662340.7361511333,3861
2016-07-15,33.29258834,732640.2510149233,3336
2016-07-16,26.44017954,782485.1495683,3621
2016-07-17,50.960059730000005,814694.3182287602,4231
2016-07-18,22.09392422,831393.7798237251,1907
2016-07-19,185.52804867000003,808093.91777685,6196
2016-07-20,20.01649977,793906.92165482,2526
2016-07-21,22.068643259999998,803595.715125505,3296
2016-07-22,43.93065165,767160.8876467533,4115
2016-07-23,12.19169348,751473.7969102875,2035
2016-07-24,29.354989500000002,836965.5307394867,3143
2016-07-25,29.27695069,847874.32207906,2943
2016-07-26,185.90836929000002,700419.2526729368,5107
2016-07-27,83.56165608,586413.1984237067,3338
2016-07-28,161.02782976999998,628241.83739688,6173
2016-07-29,13.406242469999999,661339.5334625267,1900
2016-07-30,62.97628871,680941.40903906,5658
2016-07-31,22.855041,770821.5433578867,1670
2016-08-01,87.03240774999999,781318.8545050933,5193
2016-08-02,23.66060268,716375.3378981566,2030
2016-08-03,29.85123976,704798.09077655,3331
2016-08-04,11.738317219999999,703555.3893089566,1595
2016-08-05,209.44522005000002,654970.0696659633,6631
2016-08-06,8.82656413,650405.1328320767,1506
2016-08-07,25.51064614,702384.00691406,3145
2016-08-08,18.66425774,705003.5921769167,2656
2016-08-09,28.55157432,687321.4305710533,3043
2016-08-10,20.78707231,714942.46807259,2796
2016-08-11,29.64406338,756852.34501021,3043
2016-08-12,20.11695752,718510.3625887833,2629
2016-08-13,42.56224864000001,716228.8040707334,4532
2016-08-14,72.35298107999999,842474.3319688474,5881
2016-08-15,5.7764079,932014.58268061,1046
2016-08-16,32.9666518,881788.22327679,3366
2016-08-17,21.990588889999998,951136.255018625,2377
2016-08-18,27.120378770000002,933549.02780508,3545
2016-08-19,23.415794490000003,997643.0418361834,2958
2016-08-20,38.29153657,964159.9943919401,4076
2016-08-21,51.668007880000005,947137.22907013,3192
2016-08-22,120.75022661,1024784.3900271249,4756
2016-08-23,6.939814800000001,885360.25329663,1220
2016-08-24,80.76463967000001,799184.6485975526,5881
2016-08-25,26.78356351,973184.9613834101,2247
2016-08-26,117.46099529,975492.13049761,5026
2016-08-27,29.41732296,925727.9588469149,2703
2016-08-28,24.23093693,1062914.79318397,2984
2016-08-29,43.312904790000005,1024636.2463469501,4371
2016-08-30,14.88594651,874598.0248708032,1485
2016-08-31,37.43072396,834615.69070907,3471
2016-09-01,21.698118389999998,966435.8771296925,2802
2016-09-02,24.857083879999998,986523.09132144,2726
2016-09-03,18.45167546,898775.3695330899,3033
2016-09-04,44.09406663,969300.6765354176,4862
2016-09-05,8.60080986,1134806.335529045,1129
2016-09-06,47.552550520000004,1045211.4111879598,4530
2016-09-07,13.21289213,880773.61903509,2441
2016-09-08,51.69703807,895889.40379441,5796
2016-09-09,10.32462984,878817.6139790866,1877
2016-09-10,305.24192145,937124.0264957634,7120
2016-09-11,80.01023452,985217.8913091425,3062
2016-09-12,32.67629673,1080563.1106483298,2764
2016-09-13,48.890503159999994,985460.97668563,4590
2016-09-14,8.479225240000002,955941.0124800801,1449
2016-09-15,35.68698183,903382.8042130299,3132
2016-09-16,13.46351481,860499.8355922266,2061
2016-09-17,29.60714172,859161.0840781067,3983
2016-09-18,169.95850313,966063.5346902733,6798
2016-09-19,9.8348694,1034508.1856970167,1307
2016-09-20,51.95421508,971326.3864224433,4745
2016-09-21,19.42407496,878627.32377007,2508
2016-09-22,13.41352675,898394.7999621966,2220
2016-09-23,113.32692030999999,979945.5963349165,6753
2016-09-24,6.78474862,1002851.1066149235,1273
2016-09-25,61.0088359,930649.1135982368,4490
2016-09-26,18.43715087,893450.12425045,1843
2016-09-27,478.85633986,914745.74489335,8950
2016-09-28,112.60963912,913383.21586436,2255
2016-09-29,206.67105551,879361.9671266499,7420
2016-09-30,45.47059693,939014.6024429034,1730
2016-10-01,21.80327015,990415.9341959567,3358
2016-10-02,8.36645995,964445.1605308732,1520
2016-10-03,148.62399759,932163.2937357266,6571
2016-10-04,7.25586823,885807.7968376101,1156
2016-10-05,53.66661617,851808.16177034,3512
2016-10-06,22.379746169999997,860430.6879300134,2052
2016-10-07,528.66563228,939749.0316990433,8336
2016-10-08,6.0545305,903772.05163685,1340
2016-10-09,747.43086644,978808.8749151733,9508
2016-10-10,10.6250524,955447.8719824435,1785
2016-10-11,33.09629169,919196.9337034468,4301
2016-10-12,10.03431907,919515.2219947567,1249
2016-10-13,384.3268906,979026.5139978966,7131
2016-10-14,5.2742909000000004,933078.1350332,1057
2016-10-15,45.47652022,933632.8271705867,3092
2016-10-16,41.60009594,955764.4443287867,3611
2016-10-17,732.98550239,991769.8774057599,6974
2016-10-18,183.21141274000001,970263.7514501935,2257
2016-10-19,105.85747487,1046122.5685208834,3864
2016-10-20,7.78762297,1094794.54494651,1295
2016-10-21,166.54452342000002,1023867.2548788501,6258
2016-10-22,6.34719082,1077365.7482075468,1298
2016-10-23,45.5383354,1066794.5018123433,3278
2016-10-24,913.25999516,982459.2513546133,7300
2016-10-25,198.84747149,967909.1183113301,2398
2016-10-26,84.32332948,975750.8480794766,5169
2016-10-27,6.4746054,1147378.085760945,971
2016-10-28,244.18429551000003,1091743.5726188899,5524
2016-10-29,67.94695809,1004509.9895813433,2298
2016-10-30,12.437144179999999,970554.6981057267,2036
2016-10-31,68.89815687,917167.2858383934,3677
2016-11-01,45.63128274,882624.0040807966,2628
2016-11-02,27.018485939999998,845483.6217041799,2253
2016-11-03,43.50069963000001,822445.4475894667,3477
2016-11-04,9.36679047,757014.2144973901,1967
2016-11-05,42.58545607,776779.1835847233,3009
2016-11-06,40.13448717,900224.1122465268,3679
2016-11-07,20.766906229999996,877196.0079710333,2362
2016-11-08,44.541775480000005,795302.63327218,3467
2016-11-09,14.015178460000001,802402.93612393,1746
2016-11-10,870.38293555,769379.1274499567,7776
2016-11-11,7.71517957,757043.71560861,1430
2016-11-12,167.71279970999998,809709.5650393866,6595
2016-11-13,4.4172961,918808.7158149766,893
2016-11-14,79.37396688,856864.86626467,4147
2016-11-15,20.80780531,864247.16210652,1961
2016-11-16,521.67303389,846812.7351932934,5647
2016-11-17,482.16445707,836787.89551467,3666
2016-11-18,364.26835102,857605.8595709301,5692
2016-11-19,95.53225602999999,882385.0522420034,2376
2016-11-20,100.94642619,907357.3383414467,5098
2016-11-21,8.43888803,1004440.0059001368,1239
2016-11-22,10.46931771,904504.2014331234,1765
2016-11-23,14.930992660000001,824341.8007617834,2856
2016-11-24,59.46676885,852311.7753540868,3363
2016-11-25,9.56969145,859419.8091029067,1862
2016-11-26,585.23528843,757017.17253786,7829
2016-11-27,3.8780473700000004,767428.48651367,922
2016-11-28,894.11632251,803899.3713356899,9214
2016-11-29,6.77481257,808168.7731806766,1613
2016-11-30,23.01903006,841115.1264465101,3660
2016-12-01,65.03303669,857715.2702944301,3910
2016-12-02,55.20495706,816455.2079956033,2949
2016-12-03,79.34269863,878179.1006713299,4299
2016-12-04,33.004788070000004,946661.0611934267,2238
2016-12-05,8.53398115,868225.2664954267,1561
2016-12-06,14.52423074,796079.5601996767,2677
2016-12-07,11.822202919999999,841903.2357340166,2309
2016-12-08,24.631638999999996,878053.28521695,3289
2016-12-09,346.53595701000006,857822.8185897967,4461
2016-12-10,555.1022069400001,874005.8061817301,4842
2016-12-11,531.98000025,906088.45747188,5773
2016-12-12,609.87654195,895497.6798619634,4299
2016-12-13,184.36127052,891276.0189409099,4081
2016-12-14,506.88158634,844690.4981818367,5949
2016-12-15,37.23442701,841414.5314060567,3493
2016-12-16,50.04358009,893449.4572498333,3254
2016-12-17,249.17849539,953235.97458864,3742
2016-12-18,1246.53610485,847485.6355292933,8109
2016-12-19,47.768169029999996,802100.3448453766,3344
2016-12-20,50.78858681,888797.9565884066,3093
2016-12-21,26.804611930000004,934775.6240393267,2047
2016-12-22,45.91999366,884043.6147488767,2470
2016-12-23,63.91350502,860918.3102461366,4143
2016-12-24,24.96908075,876635.7116228467,2266
2016-12-25,47.48517495,881931.3321540434,2913
2016-12-26,135.28658975000002,833014.4946174634,2332
2016-12-27,1107.07467905,754320.85509425,5885
2016-12-28,226.60869719,766956.0800514667,3172
2016-12-29,755.97836034,793093.3683416067,4781
2016-12-30,24.52805697,803814.5671605199,2172
2016-12-31,43.32485721,856337.5616931267,3354
2017-01-01,352.09628197,833817.79613664,4165
2017-01-02,1063.6724872999998,843405.6349176733,5911
2017-01-03,208.54243637,820126.9069087034,3347
2017-01-04,726.75350886,826779.6406420433,6491
2017-01-05,45.22848758,892489.4305905366,3157
2017-01-06,97.75569423,932226.92818515,4374
2017-01-07,11.48228324,882667.30130564,1562
2017-01-08,15.77164133,845758.0878213168,3025
2017-01-09,1304.07257403,847591.9768264933,8230
2017-01-10,6.8562513,811251.3214609068,1115
2017-01-11,348.68059016999996,891629.4096402534,7116
2017-01-12,4.8357793000000004,896410.7286249468,971
2017-01-13,30.46671054,785378.3295371634,4591
2017-01-14,7.4136827400000005,836655.2798317433,1434
2017-01-15,1431.10569163,983775.3220015,8282
2017-01-16,9.24089647,994349.0843797233,1378
2017-01-17,455.95411298,930841.8421667767,7343
2017-01-18,4.8424199,936457.8339214466,1195
2017-01-19,25.829424019999998,940863.9348226666,4401
2017-01-20,6.34131386,930125.0398338434,1258
2017-01-21,1309.95214554,942674.77003176,7506
2017-01-22,5.71116061,983012.2376050266,1320
2017-01-23,196.94817883,940719.75265953,5938
2017-01-24,6.11810788,855699.5603417124,1344
2017-01-25,238.57538019,916657.4150625366,6027
2017-01-26,8.33248377,916419.1885609766,1266
2017-01-27,709.98884952,940138.2786122333,7287
2017-01-28,4.86951167,937726.2074054666,1234
2017-01-29,18.850514620000002,990237.08976083,2832
2017-01-30,452.36530471000003,1085200.6512407367,6252
2017-01-31,12.30507705,1121206.2141162034,1357
2017-02-01,1297.68745744,1209038.1320218768,6755
2017-02-02,10.0906465,1272669.8143476534,1718
2017-02-03,1155.87412643,1343823.19021729,7222
2017-02-04,26.95034627,1533683.81619975,2102
2017-02-05,1134.40714281,1871124.0634730533,6468
2017-02-06,15.28348193,1824541.6321759066,1387
2017-02-07,391.37454984000004,1443872.8100618667,7071
2017-02-08,6.80952821,1473086.3025119333,1826
2017-02-09,596.1668186600001,1644362.5810667165,6420
2017-02-10,6.20187712,1624486.3202514201,1687
2017-02-11,1339.09274096,1663143.2011962635,7133
2017-02-12,7.94604526,1713015.50089352,2131
2017-02-13,1326.0103730500002,1880693.4674704766,6738
2017-02-14,9.33605094,1897290.4737136366,1755
2017-02-15,211.88264948,1722400.30076572,5726
2017-02-16,6.81265978,1590210.8274076332,1813
2017-02-17,77.27964609,1656498.2042368467,4112
2017-02-18,32.635194420000005,1847597.33544425,3605
2017-02-19,15.458897480000001,1951975.4435076297,2448
2017-02-20,23.444256789999997,1804033.4341070333,3649
2017-02-21,23.59328651,1793928.1981473034,3612
2017-02-22,23.92932498,2002982.3586005203,2898
2017-02-23,26.24797058,1834143.132078753,3876
2017-02-24,22.026748159999997,1727784.17522168,3721
2017-02-25,30.28581331,1976865.2263231333,3977
2017-02-26,13.02528062,1839934.70354482,2875
2017-02-27,30.65406446,1766678.5767797602,4120
2017-02-28,15.16092111,1949055.5802301967,2702
2017-03-01,32.60071635,1828551.4148438799,4461
2017-03-02,18.379688039999998,1699055.3164721902,3138
2017-03-03,22.30957857,1673722.40772804,4108
2017-03-04,14.108803989999998,1705664.9227174835,3010
2017-03-05,35.190176040000004,1893241.8432669267,4675
2017-03-06,34.012635239999994,1868448.0248061633,3757
2017-03-07,19.50955919,1694677.1226374833,2633
2017-03-08,24.056224439999998,1802032.1273295402,4109
2017-03-09,31.234950759999997,2059986.9994929668,3462
2017-03-10,29.66432356,1934310.0449223202,4552
2017-03-11,51.99587039,1936183.1921834834,4572
2017-03-12,28.58471389,2046234.1419426266,4092
2017-03-13,27.546155149999997,2306090.0153825865,3910
2017-03-14,22.833628580000003,2296755.8535872633,3568
2017-03-15,28.254908359999998,2189887.795446064,4195
2017-03-16,32.70981914,2195614.2347197603,4731
2017-03-17,23.112512690000003,2455925.6954359035,4180
2017-03-18,25.16125668,2520846.87364771,4271
2017-03-19,29.0072277,2383419.8863813034,4420
2017-03-20,41.62477084,2225486.479256067,5740
2017-03-21,40.26680811,2819074.835411807,6130
2017-03-22,6.52527355,2900713.829654225,2044
2017-03-23,30.59751007,2680224.100143287,4216
2017-03-24,29.98253571,2799584.323889805,4896
2017-03-25,35.33701854,3087479.6014160654,5096
2017-03-26,57.71454024,3191023.54202904,6086
2017-03-27,29.27533726,4107039.3658248694,4062
2017-03-28,26.6320441,4020973.8676381265,3288
2017-03-29,103.62035816,3582195.554767015,5288
2017-03-30,27.983721199999998,3269870.9819997526,2493
2017-03-31,781.58033916,3437352.30162715,6633
2017-04-01,20.07567167,3817697.2003722265,2769
2017-04-02,30.406539120000005,4192889.2492640205,3717
2017-04-03,82.72551196,4111357.5172777534,3865
2017-04-04,253.69185496,4053961.5268157567,4891
2017-04-05,54.03425276,4189991.3649322838,3723
2017-04-06,65.40008821,4395390.3497813,4532
2017-04-07,124.87077500000001,4091237.138695327,3192
2017-04-08,461.03943297,4142010.3433723734,5351
2017-04-09,648.2537539799999,4767732.184171333,5960
2017-04-10,269.5348458,5610376.234135136,3385
2017-04-11,299.45538312,4997640.550947127,3909
2017-04-12,521.53689317,5067254.692765657,5509
2017-04-13,524.06341825,5653858.230749703,5117
2017-04-14,639.76247514,5413077.66241635,4980
2017-04-15,331.27094097,5243323.493776507,4698
2017-04-16,199.49009700000002,5171801.742729173,4264
2017-04-17,490.52990968,4975380.778314893,4869
2017-04-18,428.27076538,5387496.44180753,4954
2017-04-19,346.13282411,5621363.854067127,4920
2017-04-20,172.64698496,5631490.771782,4784
2017-04-21,166.60429536,6103797.908715807,5974
2017-04-22,32.93224009,6556134.286340264,2884
2017-04-23,9.71287671,6477368.50125573,1725
2017-04-24,176.91721209000002,4227336.6301995665,7086
2017-04-25,176.34289059,4167982.4158616504,6600
2017-04-26,88.55747078,7293563.3080397,4577
2017-04-27,30.056877880000002,6949089.2092016125,2673
2017-04-28,236.75560356,5821237.569869913,7401
2017-04-29,326.35532216999997,6097272.056163759,4930
2017-04-30,707.36726547,7043557.344451723,5839
2017-05-01,244.23955630999998,7406285.023133974,4575
2017-05-02,638.21316626,7500444.11043403,5988
2017-05-03,74.16579629000002,7252270.964877888,4904
2017-05-04,104.08324247,7196808.773621357,5268
2017-05-05,59.24000739,7144825.696441003,3933
2017-05-06,104.55255982,6819026.00566714,5765
2017-05-07,137.41396021,7717109.288659063,5341
2017-05-08,105.12474442999999,8199393.751524831,4960
2017-05-09,112.61374492,7825851.045954456,3805
2017-05-10,283.91608809,7193204.88628234,5603
2017-05-11,223.34794633,7188659.21976529,4569
2017-05-12,312.52136203,7609758.193322153,5267
2017-05-13,376.37522246000003,8053158.72735075,5327
2017-05-14,449.23279792,8384176.982080647,5049
2017-05-15,81.68922359999999,8132472.08554742,4554
2017-05-16,47.87799843,7613848.303365084,4784
2017-05-17,21.03075628,6812041.161264666,3851
2017-05-18,19.570724300000002,7575672.85525434,4802
2017-05-19,16.277213109999998,8173959.0191575,3500
2017-05-20,1179.35686843,7573963.177975844,7555
2017-05-21,9.71200121,7190571.04039937,2608
2017-05-22,708.5169245,7046845.466706487,7153
2017-05-23,10.33547531,6986133.545367383,2760
2017-05-24,604.89907402,6620869.3480127705,6838
2017-05-25,10.001937479999999,6295780.8346534865,2718
2017-05-26,870.0109242799999,6437116.401832126,7374
2017-05-27,10.71695605,6702057.779158083,2385
2017-05-28,773.84398103,7223867.996775933,7247
2017-05-29,15.4843373,7636411.657454367,2506
2017-05-30,423.00195457999996,7305114.226496006,6703
2017-05-31,11.73031666,6927149.29719187,2475
2017-06-01,432.04874283,6786375.37464603,6970
2017-06-02,17.245099839999998,7490221.3048023805,3138
2017-06-03,631.3757297699999,8524984.853209987,6906
2017-06-04,14.54733741,7799328.152665046,2663
2017-06-05,760.6896060999999,7357030.143110833,7412
2017-06-06,14.97717891,7467929.104608755,2554
2017-06-07,700.13325739,7212526.933904469,6907
2017-06-08,14.27204053,7365439.74903503,2717
2017-06-09,277.23135654000004,7668079.309187803,7167
2017-06-10,14.566692799999998,7864036.42568509,2761
2017-06-11,228.33604697,8192232.682498994,6705
2017-06-12,14.21137881,8859613.846774617,2834
2017-06-13,248.08181893999998,8923077.874229943,6494
2017-06-14,12.27784282,7907328.795197596,2504
2017-06-15,406.10839097999997,7554947.609096757,7162
2017-06-16,15.595289050000002,7944837.084748067,3140
2017-06-17,615.8411223799999,8946218.569213547,6857
2017-06-18,17.622939629999998,9212809.713521987,3087
2017-06-19,603.4058958400001,8399871.11613735,7229
2017-06-20,15.60409324,7941879.208090827,2561
2017-06-21,720.86599435,8257131.444077813,7453
2017-06-22,14.375336059999999,8689139.893783586,2649
2017-06-23,849.93779724,8336016.655376044,7570
2017-06-24,16.02934888,9115303.008019514,2916
2017-06-25,859.33737728,9296141.411380311,7202
2017-06-26,13.704369060000001,8807859.257555874,2873
2017-06-27,802.02720311,8988997.281425778,7286
2017-06-28,13.90299343,8734767.29453274,3324
2017-06-29,801.63679929,9180203.10872984,7828
2017-06-30,15.219674229999999,10020500.567209126,3113
2017-07-01,75.43141990999999,10787615.941129416,6538
2017-07-02,11.08574589,9822780.239141913,2681
2017-07-03,38.58183056,9300369.995574975,6310
2017-07-04,15.005778150000001,10837694.016659573,3162
2017-07-05,27.54414174,10673058.24322847,4778
2017-07-06,21.06973826,10303159.89842606,4857
2017-07-07,19.46576638,10976331.754702995,4463
2017-07-08,20.632063,11150560.620670276,5224
2017-07-09,15.891069420000001,11003582.339689357,4486
2017-07-10,16.3068285,11156156.170810977,4802
2017-07-11,16.50862944,11867291.290963404,4780
2017-07-12,14.978837519999999,11962889.478295458,4389
2017-07-13,14.10863865,11793286.993359854,4974
2017-07-14,15.449582139999999,12180564.857963694,4229
2017-07-15,12.455156299999999,11015067.836153397,4372
2017-07-16,12.338713239999999,10941491.50772614,6011
2017-07-17,10.01224708,11478505.202410327,5233
2017-07-18,17.26008067,11721307.08633431,5986
2017-07-19,15.62538882,12501955.894848684,6334
2017-07-20,14.87806301,11934916.325318163,5643
2017-07-21,13.94428195,11044625.560633024,5593
2017-07-22,13.260985080000001,11991759.552746482,5128
2017-07-23,12.681240849999998,12652497.645020278,4909
2017-07-24,14.15336988,13071386.550413042,5070
2017-07-25,12.8289159,13346849.597549153,4789
2017-07-26,13.95082194,12866287.63096419,5184
2017-07-27,14.06317225,12826246.457912415,6226
2017-07-28,16.86670205,13069477.03438099,5335
2017-07-29,15.64263561,13360839.507502621,5123
2017-07-30,16.36184825,12283841.87958516,5696
2017-07-31,21.25160276,12634437.354722947,5859
2017-08-01,22.60634649,13225843.462391773,4961
2017-08-02,20.84578714,12786215.251774898,5638
2017-08-03,9.083149729999999,13381161.07885103,4980
2017-08-04,9.19164897,13463222.857533172,5091
2017-08-05,22.406732820000002,13658544.594217552,5645
2017-08-06,34.69651586,14246934.369249284,5132
2017-08-07,16.71276289,13021608.36808615,5737
2017-08-08,18.21745214,12909316.446870299,6185
2017-08-09,23.731130399999998,13585173.754432729,5810
2017-08-10,9.45490156,15062157.60270337,5300
2017-08-11,13.25710253,15114766.13273442,5237
2017-08-12,15.3345174,14713627.105620796,5107
2017-08-13,16.42703571,14125923.23672531,5287
2017-08-14,18.7469162,13770150.779060462,5789
2017-08-15,21.00603548,13795305.261024505,5789
2017-08-16,14.46958819,14897352.229571221,5736
2017-08-17,13.80737504,16088706.094878534,4562
2017-08-18,13.9923808,14067635.929890923,4985
2017-08-19,16.09723522,14417561.520705625,5561
2017-08-20,13.29011524,15474728.40405935,5234
2017-08-21,17.00566147,15919832.99035607,5084
2017-08-22,14.51672065,14665206.694213666,5018
2017-08-23,14.57138912,13912023.575482508,5843
2017-08-24,14.04419688,15272111.13913103,5514
2017-08-25,12.247211620000002,16499796.202942902,4552
2017-08-26,15.22834934,15406874.536314273,5266
2017-08-27,15.35891924,14243455.72710832,6523
2017-08-28,13.75205957,15228033.111605363,5508
2017-08-29,16.09175015,17352538.506829288,5934
2017-08-30,12.9607736,19458207.35858331,4550
2017-08-31,11.31259635,18246135.8836495,5056
2017-09-01,10.82230207,18451547.569901053,5036
2017-09-02,9.60454251,20091030.24210994,3789
2017-09-03,9.76941475,19929165.382777255,3910
2017-09-04,14.461792890000002,20250935.356489684,4321
2017-09-05,9.91010788,21356527.90067444,4024
2017-09-06,8.796990919999999,22003438.03817232,3537
2017-09-07,10.165409799999999,20211968.150122188,4391
2017-09-08,9.32702462,21874908.422743097,3915
2017-09-09,11.14257432,21432092.413153004,3787
2017-09-10,9.11349996,18896423.58642383,3813
2017-09-11,11.40629694,18753952.249636337,4191
2017-09-12,10.128996430000003,19846251.641256128,4127
2017-09-13,10.18713138,21115647.506167665,4175
2017-09-14,10.075569659999998,20543907.382408686,3927
2017-09-15,11.03509389,20028421.21095501,4565
2017-09-16,9.40275347,22277110.089416444,4006
2017-09-17,10.93621547,22562203.230797805,3477
2017-09-18,11.36565512,21681972.12639489,4187
2017-09-19,11.33056576,20103282.731839724,4754
2017-09-20,13.813524410000001,20373692.129170142,5056
2017-09-21,10.00228937,21901594.734805997,4059
2017-09-22,8.888306140000001,21392710.2239139,3579
2017-09-23,10.56258723,19685918.524669435,3982
2017-09-24,9.31737647,19804617.672931913,4258
2017-09-25,10.05593613,22337970.826873373,3694
2017-09-26,10.76949879,22762994.255797416,3915
2017-09-27,10.76527623,22550112.111159667,3713
2017-09-28,11.43904379,20820833.79678483,4142
2017-09-29,6.811386840000001,21632132.655572798,4091
2017-09-30,3.82179313,24120877.75282038,3553
2017-10-01,25.13041549,22966686.488309793,4413
2017-10-02,9.34220458,23713755.88335082,4029
2017-10-03,10.11778889,23049948.709768064,4115
2017-10-04,7.9462521200000005,23008619.245446086,3848
2017-10-05,7.86760459,23525660.28960216,3617
2017-10-06,7.51558056,23429526.982090577,4038
2017-10-07,7.2347622000000005,24969101.263584554,3489
2017-10-08,11.16021893,25218725.87259023,3392
2017-10-09,10.56276661,24735380.082694292,3534
2017-10-10,10.38881417,23095690.998395965,3917
2017-10-11,8.64556276,22369248.761048213,3705
2017-10-12,11.375276750000001,23709736.015156444,5304
2017-10-13,10.15815428,24503090.081272732,4076
2017-10-14,9.74218771,23593256.317833167,3560
2017-10-15,11.207009079999999,23025811.476903025,3588
2017-10-16,9.369961589999999,22087055.24834134,3835
2017-10-17,9.90695395,22999578.460507873,3919
2017-10-18,11.03066368,25771202.682222832,3916
2017-10-19,7.7163238199999995,25878807.169664197,3651
2017-10-20,10.9212092,24261170.3715658,4156
2017-10-21,9.74966951,24578058.100480635,4681
2017-10-22,12.046085730000001,25327325.07326007,3556
2017-10-23,11.002222669999998,25553363.768370453,5596
2017-10-24,11.15091616,27200423.08726706,4620
2017-10-25,8.9350606,26705253.88726769,2199
2017-10-26,8.6828387,23973353.512126032,2701
2017-10-27,6.3001371100000005,23413025.26963679,3195
2017-10-28,5.8861909,25744542.322754096,2991
2017-10-29,15.740269609999999,27225646.396576215,2802
2017-10-30,9.917864980000001,24904832.72534002,5579
2017-10-31,6.4589890400000005,22841592.133761123,3872
2017-11-01,21.210577299999997,24422823.4563283,3662
2017-11-02,9.76099442,25118585.68714713,4658
2017-11-03,8.71647844,24389978.520834316,3487
2017-11-04,7.500033159999999,21785382.32816016,4255
2017-11-05,11.42065675,22425676.688366115,3695
2017-11-06,9.59385337,22828834.865796465,4139
2017-11-07,10.29777263,24460773.334956527,4675
2017-11-08,10.24509848,23869083.483247973,3775
2017-11-09,10.67191106,22689459.44511195,4212
2017-11-10,11.71123794,24744195.573883,4645
2017-11-11,8.98077146,26363997.18150921,3490
2017-11-12,10.063609540000002,24258155.325255465,4057
2017-11-13,12.13243817,21489011.947081268,4593
2017-11-14,7.84887443,21240496.911769867,3876
2017-11-15,9.22868433,21439907.006839752,4149
2017-11-16,9.60410636,22658149.90919839,4362
2017-11-17,10.11190165,25853795.952973958,4114
2017-11-18,7.260825369999999,26268445.425442323,3836
2017-11-19,11.387746589999999,22796489.024730306,4086
2017-11-20,12.2107897,22182750.58392573,4441
2017-11-21,9.59673055,24244057.594547585,3793
2017-11-22,9.35820717,23316976.523401808,4235
2017-11-23,8.39093704,24929579.323487878,3915
2017-11-24,9.579463650000001,25488621.92444832,4099
2017-11-25,14.24009336,26235297.728477716,4034
2017-11-26,10.388228589999999,26254417.306538567,4854
2017-11-27,12.17996667,25982950.36210532,8159
2017-11-28,12.37406736,26314781.648358878,4758
2017-11-29,12.480320970000001,26471898.67990249,5262
2017-11-30,13.77592898,25754871.409577336,4165
2017-12-01,9.2394081,26650484.97014867,3467
2017-12-02,26.502208800000002,27499480.608136684,3432
2017-12-03,9.06394126,25782320.76347341,3238
2017-12-04,10.013045150000002,24016855.863600984,4111
2017-12-05,9.88532615,25800555.621602982,5287
2017-12-06,13.67710159,27256785.850768,4262
2017-12-07,11.09485946,25962053.778954044,4138
2017-12-08,11.10066718,23595147.573057067,4239
2017-12-09,7.90470486,22848956.430261057,4010
2017-12-10,6.5824333799999994,22621197.174372047,4120
2017-12-11,7.28632275,22657070.974106997,4214
2017-12-12,17.720297719999998,22174237.58785075,4652
2017-12-13,12.30977008,24642496.733140513,5315
2017-12-14,9.24776072,29233725.321845975,4174
2017-12-15,11.9899428,27272123.403888837,6261
2017-12-16,10.594913709999998,26322260.326275423,5164
2017-12-17,13.512431889999998,28505585.72556892,4938
2017-12-18,8.07531116,28228473.7634473,3949
2017-12-19,11.72252679,25409187.696132485,5151
2017-12-20,10.22751255,29777056.156737957,4289
2017-12-21,9.85648806,30193774.315774277,4486
2017-12-22,8.3433099,26923888.382816922,4358
2017-12-23,15.37199532,26549651.860344242,4017
